"rownum","Id","Name","Metadata","rid","NPCMasterKey","ShortName","i32","NPCShop","NPCAudios1","NPCAudios2","i32","row","Portrait","DialogueStyle"
194,"Metadata/NPC/Act6/SinTukohama","Sin","Metadata/NPC/NPC",2395,"","",6,"",[72],[73],51274,"","",""
195,"Metadata/NPC/Act6/SinAbberath","Sin","Metadata/NPC/NPC",2537,"","",6,"",[72],[73],60453,"","",""
196,"Metadata/NPC/Act6/SinShavronne","Sin","Metadata/NPC/NPC","","","",6,"",[72],[73],12794,"","",""
197,"Metadata/NPC/Act6/SinRyslatha","Sin","Metadata/NPC/NPC",2538,"","",6,"",[72],[73],64219,"","",""
198,"Metadata/NPC/Act6/SinBrineKing","Sin","Metadata/NPC/NPC",2392,"","",6,"",[72],[73],23106,"","",""
199,"Metadata/NPC/Act6/NessaMudFlats","Nessa","Metadata/NPC/NPC","","","",6,"",[],[],33881,"","",""
200,"Metadata/NPC/Act6/NessaPrisonersGate","Nessa","Metadata/NPC/NPC","","","",6,"",[],[],38959,"","",""
201,"Metadata/NPC/Act6/NessaMerveilsCaverns","Nessa","Metadata/NPC/NPC","","","",6,"",[],[],8054,"","",""
202,"Metadata/NPC/Act6/NessaBrineKing","Nessa","Metadata/NPC/NPC","","","",6,"",[],[],28218,"","",""
203,"Metadata/NPC/League/Prophecy/NavaliMonkey","Yama the White","Metadata/NPC/NPC","","","",0,"",[],[],48677,"","",""
204,"Metadata/NPC/Act6/Tukohama","Tukohama","Metadata/NPC/NPC","","","",6,"",[],[],58512,"","",""
205,"Metadata/NPC/Info/VaalLetters/VaalLetter_01","Vaal Letter","Metadata/NPC/Info/StoryGlyphBase","","","",-1,"",[],[],41100,"","",""
206,"Metadata/NPC/Info/VaalLetters/VaalLetter_02","Vaal Letter","Metadata/NPC/Info/StoryGlyphBase","","","",-1,"",[],[],56842,"","",""
207,"Metadata/NPC/Info/VaalLetters/VaalLetter_03","Vaal Letter","Metadata/NPC/Info/StoryGlyphBase","","","",-1,"",[],[],1852,"","",""
208,"Metadata/NPC/Info/VaalLetters/VaalLetter_04","Vaal Letter","Metadata/NPC/Info/StoryGlyphBase","","","",-1,"",[],[],20062,"","",""
209,"Metadata/NPC/Info/VaalLetters/VaalLetter_05","Vaal Letter","Metadata/NPC/Info/StoryGlyphBase","","","",-1,"",[],[],34131,"","",""
210,"Metadata/NPC/Info/VaalLetters/VaalLetter_06","Vaal Letter","Metadata/NPC/Info/StoryGlyphBase","","","",-1,"",[],[],14526,"","",""
211,"Metadata/NPC/Info/VaalLetters/VaalLetter_07","Vaal Letter","Metadata/NPC/Info/StoryGlyphBase","","","",-1,"",[],[],33021,"","",""
212,"Metadata/NPC/Info/VaalLetters/VaalLetter_08","Vaal Letter","Metadata/NPC/Info/StoryGlyphBase","","","",-1,"",[],[],21848,"","",""
213,"Metadata/NPC/Info/VaalLetters/VaalLetter_09","Vaal Letter","Metadata/NPC/Info/StoryGlyphBase","","","",-1,"",[],[],32777,"","",""
214,"Metadata/NPC/Info/VaalLetters/VaalLetter_10","Vaal Letter","Metadata/NPC/Info/StoryGlyphBase","","","",-1,"",[],[],56977,"","",""
215,"Metadata/NPC/Info/VaalLetters/VaalLetter_11","Vaal Letter","Metadata/NPC/Info/StoryGlyphBase","","","",-1,"",[],[],23168,"","",""
216,"Metadata/NPC/Info/VaalLetters/VaalLetter_12","Vaal Letter","Metadata/NPC/Info/StoryGlyphBase","","","",-1,"",[],[],56017,"","",""
217,"Metadata/NPC/Act7/SinTown","Sin","Metadata/NPC/NPC","","","",7,"",[72],[73],4086,"","",""
218,"Metadata/NPC/Act7/SinRalakesh","Sin","Metadata/NPC/NPC",2394,"","",7,"",[72],[73],52249,"","",""
219,"Metadata/NPC/Act7/SinGruthkul","Sin","Metadata/NPC/NPC",2396,"","",7,"",[72],[73],27715,"","",""
220,"Metadata/NPC/Act7/SinArakaali","Sin","Metadata/NPC/NPC",2398,"","",7,"",[72],[73],58093,"","",""
221,"Metadata/NPC/Act7/SinMaligaro","Sin","Metadata/NPC/NPC","","","",7,"",[72],[73],61728,"","",""
222,"Metadata/NPC/Act7/Weylam","Weylam Roth","Metadata/NPC/NPC","","","Weylam",7,"",[70],[71],64647,"","",""
223,"Metadata/NPC/Act7/YeenaTown","Yeena","Metadata/NPC/NPC","","","",7,17,[8],[9],51857,"","",""
224,"Metadata/NPC/Act7/YeenaVaalCity","Yeena","Metadata/NPC/NPC","","","",7,"",[],[],9841,"","",""
225,"Metadata/NPC/Act7/Eramir","Eramir","Metadata/NPC/NPC","","","",7,"",[6],[7],54404,"","",""
226,"Metadata/NPC/Act7/Helena","Helena","Metadata/NPC/NPC","",3,"",7,6,[24],[25],36447,"","",""
227,"Metadata/NPC/Act7/SilkSins","Silk","Metadata/NPC/NPC","","","",7,"",[13],[],38693,"","",""
228,"Metadata/NPC/Act7/SilkArakaali","Silk","Metadata/NPC/NPC","","","",7,"",[],[],37962,"","",""
229,"Metadata/NPC/Act8/Hargan","Hargan","Metadata/NPC/Act3/Hargan","","","",8,7,[14],[15],44632,"","",""
230,"Metadata/NPC/Act8/Maramoa","Maramoa","Metadata/NPC/Act3/Maramoa","","","",8,"",[18],[19],30830,"","",""
231,"Metadata/NPC/Act8/ClarissaTown","Clarissa","Metadata/NPC/NPC","","","",8,18,[22],[23],61734,"","",""
232,"Metadata/NPC/Act8/ClarissaQuay","Clarissa","Metadata/NPC/NPC","","","",8,"",[],[],42366,"","",""
233,"Metadata/NPC/Act8/Tolman","Tolman","Metadata/NPC/NPC","","","",8,"",[],[],16048,"","",""
234,"Metadata/NPC/Act8/SinTown","Sin","Metadata/NPC/NPC","","","",8,"",[72],[73],5435,"","",""
235,"Metadata/NPC/Act8/SinDoedre","Sin","Metadata/NPC/NPC","","","",8,"",[72],[73],55808,"","",""
236,"Metadata/NPC/Act8/SinYugul","Sin","Metadata/NPC/NPC",2399,"","",8,"",[72],[73],4470,"","",""
237,"Metadata/NPC/Act8/SinSolarisLunaris","Sin","Metadata/NPC/NPC",2400,"","",8,"",[72],[73],13230,"","",""
238,"Metadata/NPC/Act5/Avarius","Avarius","Metadata/NPC/NPC","","","",5,"",[],[],1892,"","",""
239,"Metadata/NPC/Act5/Innocence","Innocence","Metadata/NPC/NPC","","","",5,"",[],[],41798,"","",""
240,"Metadata/NPC/Info/RalakeshGlyph","Ode to Ralakesh","Metadata/NPC/Info/StoryGlyphBase","","","",7,"",[],[],7989,"","",""
241,"Metadata/NPC/Info/SilkLetter","Love Letter","Metadata/NPC/Info/StoryGlyphBase","","","",7,"",[],[],19213,"","",""
242,"Metadata/NPC/Info/MaligaroTome","Maligaro's Manifesto","Metadata/NPC/Info/StoryGlyphBase","","","",7,"",[],[],13083,"","",""
243,"Metadata/NPC/Info/ArakaaliGlyph1","Shrine to Arakaali","Metadata/NPC/Info/StoryGlyphBase","","","",7,"",[],[],13158,"","",""
244,"Metadata/NPC/Info/ArakaaliGlyph2","Shrine to Arakaali","Metadata/NPC/Info/StoryGlyphBase","","","",7,"",[],[],36692,"","",""
245,"Metadata/NPC/Info/ArakaaliGlyph3","Shrine to Arakaali","Metadata/NPC/Info/StoryGlyphBase","","","",7,"",[],[],40103,"","",""
246,"Metadata/NPC/Info/ArakaaliGlyph4","Shrine to Arakaali","Metadata/NPC/Info/StoryGlyphBase","","","",7,"",[],[],7503,"","",""
247,"Metadata/NPC/Info/ArakaaliGlyph5","Shrine to Arakaali","Metadata/NPC/Info/StoryGlyphBase","","","",7,"",[],[],34321,"","",""
248,"Metadata/NPC/Info/UtulaGlyph1","Kitava's Hunger I","Metadata/NPC/Info/StoryGlyphBase","","","",5,"",[],[],47725,"","",""
249,"Metadata/NPC/Info/UtulaGlyph2","Kitava's Hunger II","Metadata/NPC/Info/StoryGlyphBase","","","",5,"",[],[],23233,"","",""
250,"Metadata/NPC/Info/UtulaGlyph3","Kitava's Hunger III","Metadata/NPC/Info/StoryGlyphBase","","","",5,"",[],[],43323,"","",""
251,"Metadata/NPC/Info/DominusPrisonOrders","Order of Protection","Metadata/NPC/Info/StoryGlyphBase","","","",1,"",[],[],281,"","",""
252,"Metadata/NPC/Info/ShavronneManifesto","Shavronne's Manifesto","Metadata/NPC/Info/StoryGlyphBase","","","",6,"",[],[],42351,"","",""
253,"Metadata/NPC/Info/AbberathGlyph","Primitive Carving","Metadata/NPC/Info/StoryGlyphBase","","","",6,"",[],[],18511,"","",""
254,"Metadata/NPC/Info/RyslathaGlyph","Worn Carving","Metadata/NPC/Info/StoryGlyphBase","","","",6,"",[],[],13014,"","",""
255,"Metadata/NPC/Info/TukohamaGlyph","Karui Carving","Metadata/NPC/Info/StoryGlyphBase","","","",6,"",[],[],63605,"","",""
256,"Metadata/NPC/Info/BrineKingGlyph1","Message in a Bottle","Metadata/NPC/Info/StoryGlyphBase","","","",6,"",[],[],56963,"","",""
257,"Metadata/NPC/Info/BrineKingGlyph2","Leatherbound Logbook","Metadata/NPC/Info/StoryGlyphBase",2391,"","",6,"",[],[],29311,"","",""
258,"Metadata/NPC/Info/BrineKingGlyph3","Letter Fragment","Metadata/NPC/Info/StoryGlyphBase","","","",6,"",[],[],38111,"","",""
259,"Metadata/NPC/Info/BrineKingGlyph4","Templar Report","Metadata/NPC/Info/StoryGlyphBase","","","",6,"",[],[],50410,"","",""
260,"Metadata/NPC/Info/BrineKingGlyph5","Shrine to the Brine King","Metadata/NPC/Info/StoryGlyphBase","","","",6,"",[],[],32312,"","",""
261,"Metadata/NPC/Info/DoedreManifesto","Doedre's Manifesto","Metadata/NPC/Info/StoryGlyphBase","","","",8,"",[],[],5960,"","",""
262,"Metadata/NPC/Info/YugulGlyph","Primitive Carving","Metadata/NPC/Info/StoryGlyphBase","","","",8,"",[],[],53133,"","",""
263,"Metadata/NPC/Info/SolarisGlyph1","Solaris Statue","Metadata/NPC/Info/StoryGlyphBase","","","",8,"",[],[],29919,"","",""
264,"Metadata/NPC/Info/SolarisGlyph2","Solaris Statue","Metadata/NPC/Info/StoryGlyphBase","","","",8,"",[],[],12014,"","",""
265,"Metadata/NPC/Info/SolarisGlyph3","Solaris Statue","Metadata/NPC/Info/StoryGlyphBase","","","",8,"",[],[],8839,"","",""
266,"Metadata/NPC/Info/LunarisGlyph1","Lunaris Statue","Metadata/NPC/Info/StoryGlyphBase","","","",8,"",[],[],39172,"","",""
267,"Metadata/NPC/Info/LunarisGlyph2","Lunaris Statue","Metadata/NPC/Info/StoryGlyphBase","","","",8,"",[],[],55984,"","",""
268,"Metadata/NPC/Info/LunarisGlyph3","Lunaris Statue","Metadata/NPC/Info/StoryGlyphBase","","","",8,"",[],[],43849,"","",""
269,"Metadata/NPC/Info/VaalLetters/VaalLetter_13","Research Journal","Metadata/NPC/Info/StoryGlyphBase","","","",-1,"",[],[],53353,"","",""
270,"Metadata/NPC/Info/VaalLetters/VaalLetter_14","Research Journal","Metadata/NPC/Info/StoryGlyphBase","","","",-1,"",[],[],14926,"","",""
271,"Metadata/NPC/Info/VaalLetters/VaalLetter_15","Research Journal","Metadata/NPC/Info/StoryGlyphBase","","","",-1,"",[],[],3123,"","",""
272,"Metadata/NPC/Info/VaalLetters/VaalLetter_16","Research Journal","Metadata/NPC/Info/StoryGlyphBase","","","",-1,"",[],[],26685,"","",""
273,"Metadata/NPC/Info/TriumphOfInnocence","Triumph of Innocence","Metadata/NPC/Info/StoryGlyphBase","","","",5,"",[],[],38405,"","",""
274,"Metadata/NPC/Info/StainedGlassWindow1","Stained Glass Window","Metadata/NPC/Info/InnocenceStainedGlass","","","",5,"",[],[],18899,"","",""
275,"Metadata/NPC/Info/StainedGlassWindow2","Stained Glass Window","Metadata/NPC/Info/InnocenceStainedGlass","","","",5,"",[],[],36629,"","",""
276,"Metadata/NPC/Info/StainedGlassWindow3","Stained Glass Window","Metadata/NPC/Info/InnocenceStainedGlass","","","",5,"",[],[],55801,"","",""
277,"Metadata/NPC/Info/StainedGlassWindow4","Stained Glass Window","Metadata/NPC/Info/InnocenceStainedGlass","","","",5,"",[],[],12093,"","",""
278,"Metadata/NPC/Info/StainedGlassWindow5","Stained Glass Window","Metadata/NPC/Info/InnocenceStainedGlass","","","",5,"",[],[],13987,"","",""
279,"Metadata/NPC/Info/StainedGlassWindow6","Stained Glass Window","Metadata/NPC/Info/InnocenceStainedGlass","","","",5,"",[],[],33247,"","",""
280,"Metadata/NPC/Info/StainedGlassWindow7","Stained Glass Window","Metadata/NPC/Info/InnocenceStainedGlass","","","",5,"",[],[],50466,"","",""
281,"Metadata/NPC/Info/StainedGlassWindow8","Stained Glass Window","Metadata/NPC/Info/InnocenceStainedGlass","","","",5,"",[],[],36654,"","",""
282,"Metadata/NPC/Act9/PetarusVanja","Petarus and Vanja","Metadata/NPC/Act4/PetarusVanja","","","",9,19,[33],[34],58036,"","",""
283,"Metadata/NPC/Act9/Tasuni","Tasuni","Metadata/NPC/Act4/Tasuni","","","",9,"",[41],[42],2130,"","",""
284,"Metadata/NPC/Act9/Irasha","Irasha","Metadata/NPC/NPC","","","",9,8,[],[],38025,"","",""
285,"Metadata/NPC/Act9/SinTown","Sin","Metadata/NPC/NPC","","","",9,"",[72],[73],9680,"","",""
286,"Metadata/NPC/Act9/SinQuarry","Sin","Metadata/NPC/NPC","","","",9,"",[72],[73],52925,"","",""
287,"Metadata/NPC/Act9/SinGarukhan","Sin","Metadata/NPC/NPC",2402,"","",9,"",[72],[73],46765,"","",""
288,"Metadata/NPC/Act9/SinShakari","Sin","Metadata/NPC/NPC",2401,"","",9,"",[72],[73],52347,"","",""
289,"Metadata/NPC/Act9/SinCore","Sin","Metadata/NPC/NPC","","","",9,"",[],[],49084,"","",""
290,"Metadata/NPC/Act9/Lilly","Lilly Roth","Metadata/NPC/Act10/Lilly","","","Lilly",9,"",[153],[154],9634,"","",""
291,"Metadata/NPC/Act9/Weylam","Weylam Roth","Metadata/NPC/Act7/Weylam","","","Weylam",9,"",[70],[71],63947,"","",""
292,"Metadata/NPC/Act10/Lani","Lani","Metadata/NPC/Act5/Lani","","","",10,20,[68],[69],54343,"","",""
293,"Metadata/NPC/Act10/BannonTown","Bannon","Metadata/NPC/NPC","","","",10,"",[62],[63],37178,"","",""
294,"Metadata/NPC/Act10/BannonRooftop","Bannon","Metadata/NPC/NPC","","","",10,"",[],[],62904,"","",""
295,"Metadata/NPC/Act10/Lilly","Lilly Roth","Metadata/NPC/NPC","","","Lilly",10,22,[153],[154],36898,"","",""
296,"Metadata/NPC/Act10/Weylam","Weylam Roth","Metadata/NPC/Act7/Weylam","","","Weylam",10,9,[70],[71],8497,"","",""
297,"Metadata/NPC/Act10/SinTown","Sin","Metadata/NPC/NPC","","","",10,"",[72],[73],58567,"","",""
298,"Metadata/NPC/Act10/InnocenceTown","Innocence","Metadata/NPC/NPC","","","",10,"",[],[],48066,"","",""
299,"Metadata/NPC/Act10/InnocenceSquare","Innocence","Metadata/NPC/NPC","","","",10,"",[],[],1699,"","",""
300,"Metadata/NPC/Act10/SinTrough","Sin","Metadata/NPC/NPC","","","",10,"",[],[],37811,"","",""
301,"Metadata/NPC/Act10/InnocenceTrough","Innocence","Metadata/NPC/NPC","","","",10,"",[],[],21972,"","",""
302,"Metadata/NPC/Act5/SinOssuary","Sin","Metadata/NPC/NPC","","","",5,"",[],[],10984,"","",""
303,"Metadata/NPC/Epilogue/Zana","Zana, Master Cartographer","Metadata/NPC/NPC","",6,"Zana",11,"",[49],[50],49082,"","",""
304,"Metadata/NPC/Epilogue/Zana2","Zana, Master Cartographer","Metadata/NPC/NPC","",6,"Zana",11,"",[49],[50],36233,"","",""
305,"Metadata/NPC/Epilogue/ZanaMap","Zana, Master Cartographer","Metadata/NPC/NPC","",6,"Zana",11,"",[],[],12323,"","",""
306,"Metadata/NPC/Epilogue/ZanaCitadel","Zana, Master Cartographer","Metadata/NPC/NPC","",6,"Zana",11,"",[],[],63534,"","",""
307,"Metadata/NPC/Epilogue/Lani","Lani","Metadata/NPC/Act10/Lani","","","",11,21,[68],[69],42750,"","",""
308,"Metadata/NPC/Epilogue/Weylam","Weylam Roth","Metadata/NPC/Act7/Weylam","","","Weylam",11,10,[70],[71],37348,"","",""
309,"Metadata/NPC/Epilogue/Weylam2","Weylam Roth","Metadata/NPC/Act7/Weylam","","","Weylam",11,10,[70],[71],22236,"","",""
310,"Metadata/NPC/Epilogue/Lilly","Lilly Roth","Metadata/NPC/Act10/Lilly","","","Lilly",11,22,[152],[154],62070,"","",1
311,"Metadata/NPC/Epilogue/Lilly2","Lilly Roth","Metadata/NPC/Act10/Lilly","","","Lilly",11,22,[152],[154],31322,"","",1
312,"Metadata/NPC/Epilogue/Sin","Sin","Metadata/NPC/Act10/SinTown",2403,"","",11,"",[72],[73],29339,"","",""
313,"Metadata/NPC/Epilogue/Innocence","Innocence","Metadata/NPC/NPC",2403,"","",11,"",[],[],58141,"","",""
314,"Metadata/NPC/Act7/YeenaArakaali","Yeena","Metadata/NPC/NPC","","","",7,"",[],[],22777,"","",""
315,"Metadata/NPC/Info/KitavaCultistGlyph1","Cultist Tract","Metadata/NPC/Info/StoryGlyphBase","","","",10,"",[],[],75,"","",""
316,"Metadata/NPC/Info/KitavaCultistGlyph2","Cultist Tract","Metadata/NPC/Info/StoryGlyphBase","","","",10,"",[],[],6000,"","",""
317,"Metadata/NPC/Info/KitavaCultistGlyph3","Cultist Tract","Metadata/NPC/Info/StoryGlyphBase","","","",10,"",[],[],1214,"","",""
318,"Metadata/NPC/Info/ShaperMemoryFragmentBook","Book of Memories","Metadata/NPC/Info/StoryGlyphBase","","","",11,"",[],[],38147,"","",""
319,"Metadata/NPC/Info/ShaperFinalMemoryFragment","Memory Fragment","Metadata/NPC/Info/StoryGlyphBase","","","",11,"",[],[],35083,"","",""
320,"Metadata/Monsters/AtlasBosses/AtlasBossZana","Zana, Master Cartographer","Metadata/NPC/NPC","",6,"Zana",11,"",[],[],46594,"","",""
321,"Metadata/Monsters/AtlasBosses/AtlasBossZanaElderUber","Zana, Master Cartographer","Metadata/NPC/NPC","",6,"Zana",11,"",[],[],57169,"","",""
322,"Metadata/Monsters/KitavaBoss/InnocenceSin/Sin","Sin","Metadata/NPC/NPC","","","",11,"",[72],[73],18752,"","",""
323,"Metadata/NPC/League/Betrayal/CadiroBetrayal","Cadiro Perandus","Metadata/NPC/NPC","","","Cadiro",0,23,[55],[56],34902,"","",""
324,"Metadata/NPC/Info/TutorialNPC","Tutorial NPC","Metadata/NPC/NPC","","","",0,"",[],[],48445,"","",""
325,"Metadata/NPC/League/Incursion/TreasureHunterWild","Alva, Master Explorer","Metadata/NPC/NPC","",2,"Alva",0,"",[77],[78],23273,"","",""
326,"Metadata/NPC/League/Incursion/TreasureHunterHideout","Alva, Master Explorer","Metadata/NPC/NPC","",2,"Alva",0,"",[77],[78],62719,"","",1
327,"Metadata/Terrain/Leagues/Incursion/Objects/TreasureHunterSpawnMemoryLine","Alva, Master Explorer","Metadata/Terrain/Leagues/Incursion/Objects/TreasureHunterSpawnMemoryLine","","","Alva",0,"",[],[],53693,"","",""
328,"Metadata/Monsters/LeagueIncursion/Alva","Alva, Master Explorer","Metadata/NPC/NPC","",2,"Alva",0,"",[],[],42745,"","",""
329,"Metadata/NPC/League/Delve/DelveMiner","Niko, Master of the Depths","Metadata/NPC/NPC","",4,"Niko",0,"","[79,81,83,85,87]","[80,82,84,86,88]",10695,"","",1
330,"Metadata/NPC/League/Delve/DelveMinerWildVein","Niko, Master of the Depths","Metadata/NPC/NPC","",4,"Niko",0,"","[79,81,83,85,87]","[80,82,84,86,88]",4175,"","",""
331,"Metadata/NPC/League/Delve/DelveMinerWildChest","Niko, Master of the Depths","Metadata/NPC/NPC","",4,"Niko",0,"","[79,81,83,85,87]","[80,82,84,86,88]",13335,"","",""
332,"Metadata/NPC/League/Delve/DelveMinerHub","Niko, Master of the Depths","Metadata/NPC/NPC","",4,"Niko",0,"","[79,81,83,85,87]","[80,82,84,86,88]",25055,"","",""
333,"Metadata/NPC/League/Delve/DelveMinerMine","Niko, Master of the Depths","Metadata/NPC/NPC","",4,"Niko",0,"","[79,81,83,85,87]","[80,82,84,86,88]",42683,"","",""
334,"Metadata/NPC/League/Delve/DelveMinerHideout","Niko, Master of the Depths","Metadata/NPC/NPC","",4,"Niko",0,"","[79,81,83,85,87]","[80,82,84,86,88]",18545,"","",1
335,"Metadata/NPC/League/Betrayal/BetrayalNinjaCop","Jun, Veiled Master","Metadata/NPC/NPC","",5,"Jun",0,"",[89],[90],19427,"","",1
336,"Metadata/NPC/League/Betrayal/BetrayalNinjaCopRaid","Jun, Veiled Master","Metadata/NPC/NPC","",5,"Jun",0,"",[89],[90],47887,"","",""
337,"Metadata/NPC/League/Betrayal/BetrayalNinjaCopHideout","Jun, Veiled Master","Metadata/NPC/NPC","",5,"Jun",0,"",[89],[90],39513,"","",1
338,"Metadata/NPC/Missions/HelenaClaim","Helena","Metadata/NPC/NPC","",3,"Helena",0,"",[24],[25],230,"","",""
339,"Metadata/NPC/Missions/Hideout/Helena","Helena","Metadata/NPC/NPC","",3,"Helena",0,"",[24],[25],31707,"","",1
340,"Metadata/Monsters/LeagueBetrayal/MasterNinjaCop","Jun, Veiled Master","Metadata/NPC/NPC","",5,"Jun",0,"",[89],[90],39471,"","",""
341,"Metadata/NPC/League/Incursion/TreasureHunter","Alva, Master Explorer","Metadata/NPC/NPC","",2,"Alva",0,"",[77],[78],40874,"","",1
342,"Metadata/Monsters/LeagueBetrayal/BetrayalCatarina1","Catarina, Master of Undeath","Metadata/Monsters/LeagueBetrayal/BetrayalCatarina","","","Catarina",0,"",[],[],23361,"","",""
343,"Metadata/Monsters/LeagueBetrayal/BetrayalHaku","Haku, Warmaster","Metadata/Monsters/LeagueBetrayal/BetrayalHaku","","","Haku",0,"",[],[],6012,"","",""
344,"Metadata/Monsters/LeagueBetrayal/BetrayalElreon","Elreon, Light's Judge","Metadata/Monsters/LeagueBetrayal/BetrayalElreon","","","Elreon",0,"",[],[],11699,"","",""
345,"Metadata/Monsters/LeagueBetrayal/BetrayalTora","Tora, the Culler","Metadata/Monsters/LeagueBetrayal/BetrayalTora","","","Tora",0,"",[],[],39557,"","",""
346,"Metadata/Monsters/LeagueBetrayal/BetrayalVagan","Vagan, Victory's Herald","Metadata/Monsters/LeagueBetrayal/BetrayalVagan","","","Vagan",0,"",[],[],63134,"","",""
347,"Metadata/Monsters/LeagueBetrayal/BetrayalVorici","Vorici, Silent Brother","Metadata/Monsters/LeagueBetrayal/BetrayalVorici","","","Vorici",0,"",[],[],38575,"","",""
348,"Metadata/Monsters/LeagueBetrayal/BetrayalHillock_","Hillock, the Blacksmith","Metadata/Monsters/LeagueBetrayal/BetrayalHillock","","","Hillock",0,"",[],[],5225,"","",""
349,"Metadata/Monsters/LeagueBetrayal/BetrayalLeo","Leo, Wolf of the Pits","Metadata/Monsters/LeagueBetrayal/BetrayalLeo","","","Leo",0,"",[],[],2887,"","",""
350,"Metadata/Monsters/LeagueBetrayal/BetrayalGrenn","Guff \""Tiny\"" Grenn","Metadata/Monsters/LeagueBetrayal/BetrayalGrenn","","","Guff",0,"",[],[],18061,"","",""
351,"Metadata/Monsters/LeagueBetrayal/BetrayalJanus","Janus Perandus","Metadata/Monsters/LeagueBetrayal/BetrayalJanus","","","Janus",0,"",[],[],40672,"","",""
352,"Metadata/Monsters/LeagueBetrayal/BetrayalBreach","It That Fled","Metadata/Monsters/LeagueBetrayal/BetrayalBreach","","","It That Fled",0,"",[],[],54412,"","",""
353,"Metadata/Monsters/LeagueBetrayal/BetrayalGravicius","Gravicius Reborn","Metadata/Monsters/LeagueBetrayal/BetrayalGravicius","","","Gravicius",0,"",[],[],44443,"","",""
354,"Metadata/Monsters/LeagueBetrayal/BetrayalThane","Thane Jorgin the Banished","Metadata/Monsters/LeagueBetrayal/BetrayalThane","","","Jorgin",0,"",[],[],11053,"","",""
355,"Metadata/Monsters/LeagueBetrayal/BetrayalKeema","Korell Goya, Son of Stone","Metadata/Monsters/LeagueBetrayal/BetrayalKeema","","","Korell",0,"",[],[],2070,"","",""
356,"Metadata/Monsters/LeagueBetrayal/BetrayalRin","Rin Yuushu","Metadata/Monsters/LeagueBetrayal/BetrayalRin","","","Rin",0,"",[],[],57950,"","",""
357,"Metadata/Monsters/LeagueBetrayal/BetrayalCameria","Cameria the Coldblooded","Metadata/Monsters/LeagueBetrayal/BetrayalCameria","","","Cameria",0,"",[],[],34330,"","",""
358,"Metadata/Monsters/LeagueBetrayal/BetrayalAislin","Aisling Laffrey, The Silent Butcher","Metadata/Monsters/LeagueBetrayal/BetrayalAislin","","","Aisling",0,"",[],[],51654,"","",""
359,"Metadata/Monsters/LeagueBetrayal/BetrayalRiker","Riker Maloney, Midnight Tinkerer","Metadata/Monsters/LeagueBetrayal/BetrayalRiker","","","Riker",0,"",[],[],18044,"","",""
360,"Metadata/NPC/League/Betrayal/BetrayalNinjaCopVaultExterior","Jun, Veiled Master","Metadata/NPC/NPC","",5,"Jun",9,"",[89],[90],53525,"","",""
361,"Metadata/NPC/League/Betrayal/BetrayalNinjaCopSafehouse","Jun, Veiled Master","Metadata/NPC/NPC","",5,"Jun",0,"",[89],[90],50254,"","",""
362,"Metadata/Monsters/LeagueBetrayal/MasterNinjaCopCatarina","Jun, Veiled Master","Metadata/NPC/NPC","",5,"Jun",0,"",[89],[90],56763,"","",""
363,"Metadata/Monsters/LeagueBetrayal/BetrayalCatarina2","Catarina, Master of Undeath","Metadata/Monsters/LeagueBetrayal/BetrayalCatarinaFinal","","","Catarina",0,"",[],[],42961,"","",""
364,"Metadata/NPC/Epilogue/Helena","Helena","Metadata/NPC/NPC","",3,"Helena",11,"",[24],[25],28396,"","",1
365,"Metadata/Monsters/LeagueBetrayal/MasterNinjaCopSafehouse","Jun, Veiled Master","Metadata/NPC/NPC","",5,"Jun",0,"",[89],[90],7906,"","",""
366,"Metadata/NPC/Info/LeagueBetrayal/CatarinaManifesto1","Lifegiver's Manifesto 1","Metadata/NPC/Info/StoryGlyphBase","","","",-1,"",[],[],19012,"","",""
367,"Metadata/NPC/Info/LeagueBetrayal/CatarinaManifesto2","Lifegiver's Manifesto 2","Metadata/NPC/Info/StoryGlyphBase","","","",-1,"",[],[],46588,"","",""
368,"Metadata/NPC/Info/LeagueBetrayal/CatarinaManifesto3","Lifegiver's Manifesto 3","Metadata/NPC/Info/StoryGlyphBase","","","",-1,"",[],[],39279,"","",""
369,"Metadata/NPC/Info/LeagueBetrayal/CatarinaManifesto4","Lifegiver's Manifesto 4","Metadata/NPC/Info/StoryGlyphBase","","","",-1,"",[],[],7855,"","",""
370,"Metadata/NPC/Info/LeagueBetrayal/CatarinaManifesto5","Lifegiver's Manifesto 5","Metadata/NPC/Info/StoryGlyphBase","","","",-1,"",[],[],35072,"","",""
371,"Metadata/NPC/League/Synthesis/SynthesisVenarius","Cavas, Forgotten Spirit","Metadata/NPC/NPC","","","Cavas",0,"",[91],[92],6176,"","",""
372,"Metadata/NPC/League/Synthesis/SynthesisVenariusWild","Cavas, Forgotten Spirit","Metadata/NPC/NPC","","","Cavas",0,"",[91],[92],49298,"","",""
373,"Metadata/NPC/League/Synthesis/SynthesisVenariusHideout","Cavas, Forgotten Spirit","Metadata/NPC/NPC","","","Cavas",0,"",[91],[92],48826,"","",""
374,"Metadata/NPC/League/Synthesis/SynthesisVenariusHub","Cavas, Forgotten Spirit","Metadata/NPC/NPC","","","Cavas",0,"",[91],[92],51796,"","",""
375,"Metadata/NPC/League/Synthesis/SynthesisZanaHub","Zana, Master Cartographer","Metadata/NPC/NPC","",6,"Zana",0,"",[51],[52],6755,"","",""
