"rownum","Id","Description","Invisible","Removable","Name","StatsKeys","bool","i32","bool","Maximum_StatsKey","Current_StatsKey","bool","i32","BuffVisualsKey","bool","bool","i32","bool","bool","bool","bool","BuffLimit","bool","Id2","IsRecovery","bool","bool","rid","bool","i32","bool","bool","i32","[i32]","bool","bool","[rid]","bool","[rid]","[rid]","[rid]","[rid]","bool","bool","bool","bool","bool","rid","[i32]"
309,"garena_drops_display_buff","It is easier to get treasure now!","","","Hyrri's Reward",[],"",2,"","","","",22,307,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
310,"unique_flask_forbidden_taste","You are taking Chaos Damage over time","","","Forbidden Taste",[452],1,3,"","","","",22,308,1,"",4,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[452],[],"","","","","","",[]
311,"darkexile_corruption","",1,"","",[],1,3,"","","","",22,309,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
312,"darkseawitch_corruption","",1,"","",[],1,3,"","","","",22,310,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
313,"rampage_stack","@#%*)@#%*@^)","","","Rampage",[],1,4,1,2332,2331,1,22,1167,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
314,"unique_flask_rumis_concoction","You have additional Chance to Block Attacks and Spells","","","Rumi's Concoction","[1085,2090]",1,3,"","","","",22,312,1,"",4,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[1085,2090]",[],"","","","","","",[]
315,"marauder_mission_have_idol","Bring the Karui Spirit back to the entrance.","",1,"You have the Karui Spirit",[],1,2,"","","","",22,313,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
316,"mine_test","Mine Detonation Radius +%, Mine Duration +%","",1,"","[1835,1821]",1,2,"","","","",22,7,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[1835,1821]",[],"","","","","","",[]
317,"minion_stat_test","minion_damage_+%","",1,"",[488],"",2,"","","","",22,254,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[488],[],"","","","","","",[]
318,"cagan_darkness","Light Radius, Item Rarity and Item Quantity decays over time, and is increased by kills.","","","Creeping Darkness","[1210,151,153]","",2,"","","","",22,342,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[1210,151,153]",[],"","","","","","",[]
319,"physical_immunity","You are invulnerable to Physical Damage.","",1,"Physical Damage Immunity",[716],1,3,"","","",1,22,315,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[716],[],"","","","","","",[]
320,"bleeding_movespeed_penalty","",1,"","",[177],1,3,"","","",1,22,0,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[177],[],"","","","","","",[]
321,"phasing_buff","You have Phasing, allowing you to move through enemies.","",1,"Phasing Buff",[1853],1,3,"","","",1,22,316,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[1853],[],"","","","","","",[]
322,"phasing_buff_raider","You have Phasing, allowing you to move through enemies.","","","Phasing Buff",[1853],1,3,"","","",1,22,316,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[1853],[],"","","","","","",[]
323,"mission_relic_grace","",1,"","","[398,140,860,1303]","",3,"","","","",22,0,1,"",16,"","","","",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[398,140,860,1303]",[],"","","","","","",[]
324,"mission_duelist_grace","",1,"","","[398,140,1303]","",3,"","","","",22,0,1,"",16,"","","","",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[398,140,1303]",[],"","","","","","",[]
325,"hound_effect_buff","",1,"","",[],1,2,"","","","",22,317,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
326,"exile_arcane_buff","",1,"","",[],1,3,"","","","",22,318,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
327,"oba_decapitated","",1,"","",[2308],"",3,"","","","",22,1,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[2308],[],"","","","","","",[]
328,"heal","",1,"","","[451,177]",1,3,"","","",1,22,0,1,"",16,"","","","",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[451,177]",[],"","","","","","",[]
329,"herald_of_ash","You deal additional fire damage, and killing an enemy applies burning damage to nearby enemies based on the overkill damage","",1,"Herald Of Ash","[447,42,7654]",1,3,"","","","",22,319,1,"",13,"",1,1,"",0,"","","",1,"","","",4,"",1,0,[],"","",[],"",[],[7471],"[447,42,7654]",[],"","","","","","",[]
330,"herald_of_ice","You deal additional cold damage, and shattering an enemy deals cold damage to nearby enemies.","",1,"Herald Of Ice","[1589,1590,52,53,49,455]",1,3,"","","","",22,320,1,"",13,"",1,1,"",0,"","","",1,"","","",4,"",1,0,[],"","",[],"",[],[7472],"[1589,1590,52,53,49,455]",[],"","","","","","",[]
331,"herald_of_thunder","You deal additional lightning damage, and when you kill a shocked enemy, a lightning storm occurs.","",1,"Herald Of Thunder","[1591,1592,59,60,56,477,24]",1,3,"","","","",22,321,1,"",13,"",1,1,"",0,"","","",1,"","","",4,"",1,0,[],"","",[],"",[],[7473],"[1591,1592,59,60,56,477,24]",[],"","","","","","",[]
332,"herald_of_thunder_active","",1,"","",[],"",2,"","","","",22,322,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
333,"cannot_be_damaged","Immune to Damage",1,"","Cannot Be Damaged",[140],"",3,"","","","",22,1,"","",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[140],[],"","","","","","",[]
334,"spectating_pvp_buff","",1,"","","[140,398,1853,860,1303,7765]","",3,"","","","",22,0,1,"",16,"","","","",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[140,398,1853,860,1303,7765]",[],"","","","","","",[]
335,"str_int_mission_mana_regen_relic","","","","",[129],"",3,"","","","",22,163,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[129],[],"","","","","","",[]
336,"display_bodyguard_effect","",1,"","",[],1,3,"","","","",22,323,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
337,"mission_relic_praying","",1,"","",[],"",2,"","","","",22,325,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
338,"mission_beast_corrupted","",1,"","",[],"",2,"","","","",22,326,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
339,"dex_mission_enable_pointers","",1,"","",[2450],"",1,"","","","",22,0,1,"",16,"","","","",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[2450],[],"","","","","","",[]
340,"stun_display_buff","",1,"","",[],1,3,"","","","",22,327,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
341,"visual_display_buff","",1,"","",[],"",1,"","","","",22,0,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
342,"visual_display_buff_removed_on_death","",1,"","",[],1,1,"","","","",22,0,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
343,"mission_int_buff","",1,"","","[2439,124,24]","",2,"","","","",22,332,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[2439,124,24]",[],"","","","","","",[]
344,"fire_damage_and_ignite","Fire Damage and Igniting",1,"","Fire Damage and Ignite","[447,611]",1,2,"","","","",22,328,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[447,611]",[],"","","","","","",[]
345,"cold_damage_and_freeze","Cold Damage and Freezing",1,"","Cold Damage and Freeze","[448,455]",1,2,"","","","",22,329,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[448,455]",[],"","","","","","",[]
346,"lightning_damage_and_shock","Lightning Damage and Shocking",1,"","Lightning Damage and Shock","[449,659]",1,2,"","","","",22,330,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[449,659]",[],"","","","","","",[]
347,"strdex_mission_fire_damage","Fire Damage",1,"","Fire Damage",[447],1,2,"","","","",22,328,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[447],[],"","","","","","",[]
348,"strdex_mission_cold_damage","Cold Damage",1,"","Cold Damage",[448],1,2,"","","","",22,329,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[448],[],"","","","","","",[]
349,"strdex_mission_lightning_damage","Lightning Damage",1,"","Lightning Damage",[449],1,2,"","","","",22,330,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[449],[],"","","","","","",[]
350,"physical_damage_and_bleed","Extra Damage and Bleeding",1,"","Physical Damage and Bleed","[26,2360]",1,2,"","","","",22,331,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[26,2360]",[],"","","","","","",[]
351,"monster_life_flask","",1,"","",[451],1,5,"","","","",22,311,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[451],[],"","","","","","",[]
352,"spirals","base_number_of_projectiles_in_spiral_nova, projectile_spiral_nova_time_ms, projectile_spiral_nova_angle, projectile_spiral_nova_starting_angle_offset, projectile_spiral_nova_both_directions","",1,"Spiral Test Cheat","[2120,2121,2122,2471,2472]",1,2,"","","",1,22,7,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[2120,2121,2122,2471,2472]",[],"","","","","","",[]
353,"drop_bear_enrage","",1,"","Enrage","[717,70,177]",1,3,"","","",1,22,337,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[717,70,177]",[],"","","","","","",[]
354,"sandstorm","You are taking physical damage over time.","","","Sandstorm",[354],"",3,"","","","",22,339,"","",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[354],[],"","","","","","",[]
355,"union_of_souls","You are empowered and enlarged by the souls of your slain packmates",1,"","Union of Souls","[1927,124]",1,1,"","","","",22,0,1,"",16,"","","","",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[1927,124]",[],"","","","","","",[]
356,"bloodlines_shrouded","",1,"","","[2617,2566]","",3,"","","","",22,343,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[2617,2566]",[],"","","","","","",[]
357,"bloodlines_necrovigil","The souls of your fallen pack members protect you",1,"","Necrovigil","[398,24]","",3,"","","","",22,346,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[398,24]",[],"","","","","","",[]
358,"daresso_kneeling","",1,"","","[398,140]","",3,"","","","",22,0,1,"",16,"","","","",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[398,140]",[],"","","","","","",[]
359,"daresso_enrage","",1,"","",[70],1,3,"","","","",22,458,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[70],[],"","","","","","",[]
360,"bloodlines_damage_charge","",1,"","",[],1,4,"",2517,2515,"",22,350,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
361,"bloodlines_speed_charge","",1,"","",[],1,4,"",2518,2516,"",22,351,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
362,"cold_thorns","You reflect cold damage when hit","","","Cold Thorns","[1286,1281,477,2401,190,191,192,193]",1,3,"","","",1,22,344,"","",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[1286,1281,477,2401,190,191,192,193]",[],"","","","","","",[]
363,"monster_aura_burning","You are taking burning damage while standing in the burning aura","","","Burning Aura",[2531],1,3,"","","","",22,347,"","",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[2531],[],"","","","","","",[]
364,"monster_aura_chill","Your actions are slowed while standing in the chilling aura","","","Chilling Aura",[8409],1,3,"","","","",1,348,"","",2,"",1,1,"",0,"","",1,"","","","",4,"","",0,[],"","",[],"",[],[],[8409],[14558],"","",1,1,"","",[]
365,"monster_aura_shock","You take increased damage while standing in the shocking aura","","","Shocking Aura",[16294],1,3,"","","","",2,349,"","",2,"",1,1,"",0,"","",1,"","","","",4,"","",0,[],"","",[],"",[],[],[16294],[14560],"","",1,1,"","",[]
366,"static_weapon_buff","Static Strike deals damage around you as each stack expires.","","","Static Strike",[],"",1,1,"","",1,22,362,1,1,6,"",1,1,"",0,"","","","","","","",2,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
367,"hidden_player","You are hidden. ",1,"","","[140,701,860]","",2,"","","","",22,0,1,"",16,"","","","",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[140,701,860]",[],"","","","","","",[]
368,"monster_bloodlines_damage_reduction","",1,"","",[477],"",3,"","","","",22,0,1,"",16,"","","","",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[477],[],"","","","","","",[]
369,"bloodlines_invulnerable","",1,"","",[],1,2,"","","","",21,352,1,"",16,"",1,1,"",0,"","PhylacteralLink","","","","","",4,"","",0,[],"","",[],"",[],"[140,701,978]",[],[],"","","","","","",[]
370,"bloodlines_vulnerable","",1,"","",[],1,2,"","","","",21,353,1,"",16,"",1,1,"",0,"","PhylacteralLink","","","","","",4,"","",0,[],"","",[],"",[],[2550],[],[],"","","","","","",[]
371,"torment_touched","",1,"","",[],1,3,"","","","",22,354,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
372,"torment_possessed","",1,"","",[],1,3,"","","","",22,355,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
373,"visual_display_buff_not_hidden","",1,"","",[],1,1,"","","","",22,0,1,"",16,1,1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
374,"torment_cutthroat","You have Physical Damage and Attack Speed",1,"","Brutality","[26,70]",1,3,"","","","",22,358,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[26,70]",[],"","","","","","",[]
375,"unique_flask_taste_of_hate","You deal extra cold damage, you take a portion of physical damage as cold and have chance to avoid freeze and chill ailments.","","","Taste of Hate","[1049,448,190,191]",1,3,"","","","",22,359,1,"",4,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[1049,448,190,191]",[],"","","","","","",[]
376,"torment_embezzler","You recover Life, Mana and Energy Shield more slowly.","","","Smothered","[1010,1011,1012]",1,3,"","","","",22,361,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[1010,1011,1012]",[],"","","","","","",[]
377,"sandstorm_chaos","You are taking chaos damage over time.","","","Chaos Sandstorm",[453],"",3,"","","","",22,340,"","",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[453],[],"","","","","","",[]
378,"sandstorm_water","You are taking cold damage over time.","","","Vortex",[1978],"",3,"","","","",22,341,"","",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[1978],[],"","","","","","",[]
379,"bull_thorns","You reflect Physical and Elemental damage when hit. ","","","The Bull's Horns","[564,565]",1,2,"","","",1,22,365,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[564,565]",[],"","","","","","",[]
380,"damage_aura_skeleton_elite","Grants increased Damage","","","Damage Aura",[24],1,1,"","","","",22,212,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[24],[],"","","","","","",[]
381,"trap_nonplayer_immunity","",1,"","",[2685],"",3,"","","","",22,0,1,"",16,"","","","",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[2685],[],"","","","","","",[]
382,"inspiring_cry","You deal increased Damage and have additional Mana Regeneration.","","","Rallying Cry","[24,131]",1,3,"","","",1,22,374,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[24,131]",[],"","","","","","",[]
383,"kaom_archer_effect","",1,"","",[],1,3,"","","","",22,375,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
384,"lb_kaom_archer_effect","",1,"","",[],1,3,"","","","",22,376,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
385,"abyssal_cry","Your movement speed is reduced.","","","Abyssal Cry",[1998],1,3,"","","",1,22,377,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[1998],[],"","","","","","",[]
386,"unique_shapers_seed_regeneration","Grants Life Regeneration and increased Mana Regeneration","","","Shaper's Seed","[451,130]",1,3,"","","","",22,386,"","",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[451,130]",[],"","","","","","",[]
387,"vaal_aura_elemental_damage_healing","Taking Elemental Damage instead heals you. You cannot gain Vaal souls. You are Immune to Curses.","","","Gluttony of Elements","[2727,7792,745,1034,24,1904,451]","",3,"","","","",22,392,"","",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[2727,7792,745,1034,24,1904,451]",[],"","","","","","",[]
388,"kaom_warrior2_effect","",1,"","",[],1,3,"","","","",22,387,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
389,"kaom_warrior3_effect","",1,"","",[],1,3,"","","","",22,388,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
390,"fortify","You take less damage when hit","","","Fortify",[10602],1,3,"","","","",13,391,1,"",1,"",1,1,"",0,"","","","","","",1,4,"","",0,[],"","",[],"",[],[],[10602],[3037],"","","","","","",[]
391,"taunted","You deal less damage to enemies which have not taunted you.","","","Taunted",[],1,2,"","","","",22,590,1,"",2,"",1,1,"",0,"","TauntBuff",1,"","","","",4,"","",0,[],"","",[],"","[2761,3420]",[],"[2761,3420]",[],"","","","","","",[]
392,"blackguardzombie_speedbuff","",1,"","",[],1,3,"","","","",22,389,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
393,"kaom_fire","",1,"","",[],1,3,"","","","",22,390,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
394,"taunt_immunity","",1,"","",[],1,2,"","","",1,22,0,1,"",16,"","","","",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[2811],"","","","","","",[]
395,"stacking_ignite","You're on fire","","","Ignited",[8073],"",1,"","","",1,22,2,"","",2,"",1,1,"",300,"","","","","","","",2,"","",0,[],"","",[],"",[],[],[8073],[14557],"","","","","","",[]
396,"stolen_mod_buff","You have taken a random mod of a slain Rare Monster for yourself","","","Jewel Mod Thief",[],1,1,"","","","",22,269,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
397,"ice_elemental_buff","Your Ice Golem is granting you increased Accuracy and Critical Strike Chance","","","Ice Golem","[84,554]",1,3,"","","","",22,393,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[84,554]",[],"","","","","","",[]
398,"fire_elemental_buff","Your Flame Golem is granting you increased Damage","","","Flame Golem",[24],1,3,"","","","",22,394,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[24],[],"","","","","","",[]
399,"chaos_elemental_buff","Your Chaos Golem is granting you additional Physical Damage Reduction","","","Chaos Golem",[1034],1,3,"","","","",22,396,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[1034],[],"","","","","","",[]
400,"lightning_elemental_buff","Your Lightning Golem is granting you increased Attack and Cast Speed","","","Lightning Golem",[1904],1,3,"","","","",22,395,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[1904],[],"","","","","","",[]
401,"culling_strike_aura","You have culling strike while near allies using Kingmaker",1,"","Kingmaker's Presence",[589],1,3,"","","","",22,0,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[589],[],"","","","","","",[]
402,"increased_item_rarity_aura","You have Culling Strike, increased item rarity, and additional critical strike multiplier and fortification while near allies using Kingmaker","","","Kingmaker's Presence",[153],1,3,"","","","",22,451,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[153],[],"","","","","","",[]
403,"piety_fire_form_stacking_damage_taken","You take increased damage for each stack of Piety's Rage","","","Piety's Rage",[477],1,1,1,"","","",22,397,1,1,2,"",1,1,"",0,"","","","","","","",2,"","",0,[],"","",[],"",[],[],[477],[],"","","","","","",[]
404,"enduring_cry_life_regeneration","Grants Life regeneration",1,"","Enduring Cry",[451],1,3,"","","","",22,0,1,"",16,"","","","",0,1,"","","","","","",4,"","",0,[],"","",[],"",[],[],[451],[],"","","","","","",[]
405,"flame_golem_effects","",1,"","",[],1,3,"","","","",22,399,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
406,"flame_golem_summoned_effects","",1,"","",[],1,3,"","","","",22,400,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
407,"flame_golem_runic_effects","",1,"","",[],"",3,"","","","",22,401,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
408,"new_punishment_buff","You deal more Melee Damage and have increased Attack Speed","","","Punisher","[3025,70]",1,3,"","","",1,22,402,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[3025,70]",[],"","","","","","",[]
409,"totem_placement_buff","",1,"","",[554],"",3,"","","","",22,0,1,"",16,"","","","",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[554],[],"","","","","","",[]
410,"new_arctic_armour","You are immune to being Frozen. While stationary, you take less fire and physical damage. ","",1,"Arctic Armour",[4919],1,2,"","","",1,22,406,1,"",1,"",1,1,"",0,"","","",1,"","","",4,"",1,0,[],"","",[],"",[],[],[4919],[],"","","","","","",[]
411,"new_arctic_armour_stationary","",1,"","","[3063,3064]",1,3,"","","","",22,0,1,"",1,"","","","",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[3063,3064]",[],"","","","","","",[]
412,"unique_flask_lions_roar","You deal more Melee Physical Damage and Knock enemies back","","","Lion's Roar",[2750],"",3,"","","","",22,405,1,"",4,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[2750],[],"","","","","","",[]
413,"revenant_revive_possessed","",1,"","",[],"",3,"","","","",22,403,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
414,"revenant_revive_explode","",1,"","",[],"",3,"","","","",22,404,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
415,"unique_flask_chaos_damage_damages_es","Chaos damage does not bypass Energy Shield","","","Coruscating Elixir",[1201],1,3,"","","",1,22,360,1,"",4,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[1201],[],"","","","","","",[]
416,"unique_flask_es_regen","",1,"","Coruscating Elixir",[1052],1,3,"","","",1,22,0,1,"",16,"","","","",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[1052],[],"","","","","","",[]
417,"blood_rage_xandro","Life degeneration, life leech, increased rate of attack. You gain Frenzy charges for killing enemies","","","Blood Rage","[70,3091,2564,3057,352]",1,2,"","","",1,22,13,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[70,3091,2564,3057,352]",[],"","","","","","",[]
418,"malachai_invulnerable","",1,"","Invulnerable","[140,701,865,745]",1,2,"","","","",22,0,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[140,701,865,745]",[],"","","","","","",[]
419,"piety_ally_beam","You are taking Lightning Damage from a Lightning Beam skill.","","","Piety Beam",[1980],1,1,"","","",1,22,272,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[1980],[],"","","","","","",[]
420,"exploding_storm_buff","",1,"","",[],1,3,"","","",1,22,410,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[]
421,"diamond_storm","You always deal Critical Strikes.","","","Stinging Tempest","[348,11]",1,3,"","","",1,22,411,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[348,11]",[],"","","","","","",[]
422,"uber_diamond_storm","You always deal Critical Strikes.","","","Scathing Tempest","[348,1061,11]",1,3,"","","",1,22,411,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[348,1061,11]",[],"","","","","","",[]
423,"replenishing_storm","You are regenerating Life and Mana.","","","Restorative Tempest","[129,451]",1,3,"","","",1,22,412,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[129,451]",[],"","","","","","",[]
424,"echoing_storm","Your skills are repeated.","","","Echoing Tempest","[1884,1885,214]",1,3,"","","",1,22,413,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[1884,1885,214]",[],"","","","","","",[]
425,"divine_storm","You cannot be Damaged.","","","Divine Tempest",[140],1,3,"","","",1,22,106,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],[140],[],"","","","","","",[]
426,"rarity_storm","You have increased Item Rarity and Quantity.","","","Shining Tempest","[10,11,153,151]",1,3,"","","",1,22,414,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[10,11,153,151]",[],"","","","","","",[]
427,"uber_rarity_storm","You have increased Item Rarity and Quantity.","","","Radiating Tempest","[10,11,153,151]",1,3,"","","",1,22,414,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[10,11,153,151]",[],"","","","","","",[]
428,"massive_storm","Your Damage and Size are increased, and you take reduced Damage.","","","Enlarging Tempest","[717,477,24,11]",1,3,"","","",1,22,415,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[717,477,24,11]",[],"","","","","","",[]
429,"tiny_storm","Your Damage and Size are reduced, and you take increased Damage.","","","Shrinking Tempest","[717,477,24]",1,3,"","","",1,22,416,1,"",16,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","",[],"",[],[],"[717,477,24]",[],"","","","","","",[]
