"rownum","BaseItemTypesKey","Stacks","CurrencyUseType","Action","Directions","FullStack_BaseItemTypesKey","Description","Usage_AchievementItemsKeys","bool","CosmeticTypeName","Possession_AchievementItemsKey","[rid]","[i32]","CurrencyTab_StackSize","XBoxDirections","i32","rid","rid","ModifyMapsAchievements","ModifyContractsAchievements","CombineAchievements","i32","[i32]","ShopTag"
989,529,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the golden Seraph gauntlets.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],347
990,530,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the golden Seraph helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],347
991,531,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the obsidian Seraph platemail.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[],4,[9],323
992,532,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the obsidian Seraph greaves.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[],9,[12],323
993,533,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the obsidian Seraph gauntlets.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[],8,[11],323
994,534,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the obsidian Seraph helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],323
995,535,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the sanguine Seraph platemail.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],347
996,536,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the sanguine Seraph greaves.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],347
997,537,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the sanguine Seraph gauntlets.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],347
998,538,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the sanguine Seraph helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],347
999,539,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Arcane body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",0,[],[],[],4,[9],328
1000,540,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Arcane boots.",[],"","Boots Skin","",[],[],0,"",0,"",0,[],[],[],9,[12],328
1001,541,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Arcane gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",0,[],[],[],8,[11],328
1002,542,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Arcane helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",0,[],[],[],6,[7],328
1003,543,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Vampiric body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",0,[],[],[],4,[9],330
1004,544,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Vampiric boots.",[],"","Boots Skin","",[],[],0,"",0,"",0,[],[],[],9,[12],330
1005,545,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Vampiric gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",0,[],[],[],8,[11],330
1006,546,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Vampiric helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",0,[],[],[],6,[7],330
1007,547,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Verdant body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",0,[],[],[],4,[9],331
1008,548,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Verdant boots.",[],"","Boots Skin","",[],[],0,"",0,"",0,[],[],[],9,[12],331
1009,549,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Verdant gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",0,[],[],[],8,[11],331
1010,550,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Verdant helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",0,[],[],[],6,[7],331
1011,551,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Ritual Horns.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],356
1012,552,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Ritual Horns.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],356
1013,555,100,1,"fireworks","","","Celebrate your victory with these opulent fireworks.",[],"","Consumable Effect","",[],[],0,"",0,"",1,[],[],[],19,[],334
1014,556,100,1,"fireworks","","","Celebrate in style with these flashy fireworks.",[],"","Consumable Effect","",[],[],0,"",0,"",1,[],[],[],19,[],334
1015,557,100,1,"fireworks","","","Celebrate in style with these flashy fireworks.",[],"","Consumable Effect","",[],[],0,"",0,"",1,[],[],[],19,[],334
1016,558,100,1,"fireworks","","","Celebrate in horror with these gory fireworks.",[],"","Consumable Effect","",[],[],0,"",0,"",1,[],[],[],19,[],334
1017,559,100,1,"fireworks","","","Create a vibrant aurora above your character.",[],"","Consumable Effect","",[],[],0,"",0,"",1,[],[],[],19,[],334
1018,560,100,1,"fireworks","","","Celebrate in style with these flashy fireworks.",[],"","Consumable Effect","",[],[],0,"",0,"",1,[],[],[],19,[],334
1019,561,100,1,"fireworks","","","Create swirling dark fireworks above your character.",[],"","Consumable Effect","",[],[],0,"",0,"",1,[],[],[],19,[],334
1020,562,100,1,"fireworks","","","Celebrate in style with these flashy fireworks.",[],"","Consumable Effect","",[],[],0,"",0,"",1,[],[],[],19,[],334
1021,563,1,1,"fireworks","","","Celebrate in style with these creepy fireworks.",[],"","Consumable Effect","",[],[],0,"",0,"",1,[],[],[],19,[],334
1022,564,1,1,"fireworks","","","Celebrate the holiday in style with these frosty fireworks.",[],"","Consumable Effect","",[],[],0,"",0,"","",[],[],[],19,[],334
1023,553,1,1,"grant_micro","","","Adds the Seraph Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",0,[],[],[],5,[10],332
1024,554,1,1,"grant_micro","","","Adds the Tentacle Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",1,[],[],[],5,[10],325
1025,565,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to a villainous bandana.",[],"","Helmet Skin","",[],[],0,"",0,"",0,[],[],[],6,[7],356
1026,566,1,1,"grant_micro","","","Adds a villainous bandana to your headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"","",[],[],[],7,"[8,21]",356
1027,478,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to an engraved skull.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],356
1028,479,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to a crystallised skull.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],356
1029,480,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to an ornamental skull.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],356
1030,481,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to a summery skull.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],375
1031,482,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to a golden skull.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],356
1032,567,1,1,"grant_micro","","","Adds the Apprentice Supporter Banner back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],351
1033,568,1,1,"grant_micro","","","Adds the Journeyman Supporter Banner back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],351
1034,569,1,1,"grant_micro","","","Adds the Master Supporter Banner back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],351
1035,570,1,1,"grant_micro","","","Adds the Grandmaster Supporter Banner back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],351
1036,571,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Badge of Anguish.",[],"","Shield Skin","",[],[],0,"",0,"",0,[],[],[],0,[4],356
1037,572,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Badge of Mirth.",[],"","Shield Skin","",[],[],0,"",0,"",0,[],[],[],0,[4],356
1038,573,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Badge of Skulls.",[],"","Shield Skin","",[],[],0,"",0,"",1,[],[],[],0,[4],356
1039,574,1,1,"grant_micro","","","Changes the appearance of any equipped Claw or Dagger to an Adder's Claw.",[],"","Weapon Skin","",[],[],0,"",0,"",0,[],[],[],0,"[1,4]",356
1040,575,1,1,"grant_micro","","","Changes the appearance of any equipped One Hand Sword, Axe or Mace to a Crypt Sword.",[],"","Weapon Skin","",[],[],0,"",0,"",0,[],[],[],0,"[1,4]",356
1041,576,1,1,"grant_micro","","","Changes the appearance of any equipped Two Hand Axe, Mace or Sword to a Gargoyle Axe.",[],"","Weapon Skin","",[],[],0,"",0,"",0,[],[],[],0,[1],356
1042,577,1,1,"grant_micro","","","Changes the appearance of any equipped Two Hand Mace, Axe or Sword to a Devourer Maul.",[],"","Weapon Skin","",[],[],0,"",0,"",0,[],[],[],0,[1],356
1043,578,1,1,"grant_micro","","","Changes the appearance of any equipped Two Hand Sword, Axe or Mace to a Runic Blade.",[],"","Weapon Skin","",[],[],0,"",0,"",0,[],[],[],0,[1],356
1044,579,1,1,"grant_micro","","","Changes the appearance of any equipped Bow to an Arc of Courage.",[],"","Weapon Skin","",[],[],0,"",0,"",0,[],[],[],0,[1],356
1045,580,1,1,"grant_micro","","","Changes the appearance of any equipped Bow to an Arc of Defiance.",[],"","Weapon Skin","",[],[],0,"",0,"",0,[],[],[],0,[1],356
1046,581,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to a theatrical mask depicting Marceus Lioneye.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],356
1047,582,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Apprentice Supporter body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],351
1048,583,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Apprentice Supporter helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],351
1049,584,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Apprentice Supporter boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],351
1050,585,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Apprentice Supporter gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],351
1051,586,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Journeyman Supporter body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],351
1052,587,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Journeyman Supporter helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],351
1053,588,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Journeyman Supporter boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],351
1054,589,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Journeyman Supporter gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],351
1055,590,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Master Supporter body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],351
1056,591,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Master Supporter helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],351
1057,592,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Master Supporter boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],351
1058,593,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Master Supporter gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],351
1059,594,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Grandmaster Supporter body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],351
1060,595,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Grandmaster Supporter helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],351
1061,596,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Grandmaster Supporter boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],351
1062,597,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Grandmaster Supporter gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],351
1063,598,1,1,"grant_micro","","","Changes the appearance of any equipped One Hand Sword, Mace or Axe to the Seraph Sword.",[],"","Weapon Skin","",[],[],0,"",0,"",0,[],[],[],0,"[1,4]",332
1064,599,1,1,"grant_micro","","","Adds the luminous Challenger's Golden Halo to your headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"","",[],[],[],7,"[8,21]",356
1065,600,1,1,"grant_micro","","","Adds the lustrous Challenger's Silver Halo to your headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"","",[],[],[],7,"[8,21]",356
1066,601,1,1,"grant_micro","","","Changes the appearance of any equipped One Hand Axe, Sword or Mace to the Razor Axe.",[],"","Weapon Skin","",[],[],0,"",0,"",0,[],[],[],0,"[1,4]",341
1067,602,1,1,"grant_micro","","","Adds the Hussar Wings Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",0,[],[],[],5,[10],356
1068,603,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to a theatrical mask depicting Kaom.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],356
1069,604,20,1,"grant_micro","","","Your Ice Spear becomes a shattering icy swordfish.",[],"","Ice Spear Skin","",[],[],0,"",0,"",1,[],[],[],17,[36],327
1070,605,20,1,"grant_micro","","","Your Reave becomes a wave of demonic energy.",[],"","Reave Skin","",[],[],0,"",0,"","",[],[],[],17,[36],325
1071,606,20,1,"grant_micro","","","Your Flameblast becomes a powerful demonic explosion.",[],"","Flameblast Skin","",[],[],0,"",0,"",0,[],[],[],17,[36],325
1072,607,20,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Sabretooth Skull helmet.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],345
1073,608,20,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Corrupted Skull helmet.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],345
1074,609,20,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Rhoa Skull helmet.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],345
1075,610,20,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Cow Skull helmet.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],345
1076,611,20,1,"grant_micro","","","Changes the appearance of any equipped headdress to the a blood-drenched gore skull.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],321
1077,612,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Seraph Shield.",[],"","Shield Skin","",[],[],0,"",0,"",0,[],[],[],0,[4],332
1078,613,20,1,"grant_micro","","","Changes the appearance of any equipped headdress to a fearsome jack-o'-lantern.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],356
1079,614,20,1,"grant_micro","","","Changes the appearance of any equipped headdress to a pointy witch's hat.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],356
1080,615,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to a mask of Marylene.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],356
1081,616,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to a mask of Ondar.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],356
1082,617,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to a mask of Victario.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],356
1083,618,20,1,"grant_micro","","","Your Discharge becomes an explosive flare effect.",[],"","Discharge Skin","",[],[],0,"",0,"",0,[],[],[],17,[36],356
1084,619,1,1,"grant_micro","","","Changes the appearance of any equipped Wand to the Eagle Claw Wand.",[],"","Weapon Skin","",[],[],0,"",0,"",0,[],[],[],0,"[1,4]",356
1085,620,1,1,"grant_micro","","","Changes the appearance of any equipped Wand to the Serpent Egg Wand.",[],"","Weapon Skin","",[],[],0,"",0,"",0,[],[],[],0,"[1,4]",356
1086,621,1,1,"grant_micro","","","Changes the appearance of any equipped Wand to the Steam-powered Wand.",[],"","Weapon Skin","",[],[],0,"",0,"",0,[],[],[],0,"[1,4]",329
1087,622,20,1,"grant_micro","","","Your Flicker Strike becomes a cloud of vapour.",[],"","Flicker Strike Skin","",[],[],0,"",0,"",0,[],[],[],17,[36],356
1088,623,20,1,"grant_micro","","","Your Flicker Strike becomes a ghostly smoke.",[],"","Flicker Strike Skin","",[],[],0,"",0,"",0,[],[],[],17,[36],322
1089,624,1,1,"modify_portal_variation","","","This character's portals use the Arctic effect.",[],"","Portal Modification","",[],[],0,"",0,"",0,[],[],[],11,[20],327
1090,625,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Steam-powered helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",0,[],[],[],6,[7],329
1091,626,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Steam-powered boots.",[],"","Boots Skin","",[],[],0,"",0,"",0,[],[],[],9,[12],329
1092,627,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Steam-powered gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",0,[],[],[],8,[11],329
1093,628,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Steam-powered body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",0,[],[],[],4,[9],329
1094,629,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Gem-powered body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",0,[],[],[],4,[9],356
1095,630,1,1,"grant_micro","","","Adds the Steam-powered Engine Back Attachment to the equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",0,[],[],[],5,[10],329
1096,631,20,1,"grant_micro","","","Your Blink or Mirror Arrow becomes infused with rich grass and vegetation.",[],"","Blink and Mirror Arrow Skin","",[],[],0,"",0,"",0,[],[],[],17,[36],331
1097,632,1,1,"grant_micro","","","Changes the appearance of any equipped Bow to the Seraph Bow.",[],"","Weapon Skin","",[],[],0,"",0,"",0,[],[],[],0,[1],332
1098,633,20,1,"grant_micro","","","Adds a parasitic creature to your character's face.",[],"","Helmet Skin","",[],[],0,"",0,"",0,[],[],[],6,[7],356
1099,634,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Demon King helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],325
1100,635,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Demon King boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[],9,[12],325
1101,636,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Demon King gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[],8,[11],325
1102,637,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Demon King body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[],4,[9],325
1103,638,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Demon King Shield.",[],"","Shield Skin","",[],[],0,"",0,"",1,[],[],[],0,[4],325
1104,639,20,1,"grant_micro","","","Adds the Azure Seraph effect to any equipped weapon",[],"","Weapon Effect","",[],[],0,"",0,"",1,[],[],[],2,"[2,5]",328
1105,640,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Infernal helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],317
1106,641,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Infernal boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[],9,[12],317
1107,642,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Infernal gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[],8,[11],317
1108,643,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Infernal body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[],4,[9],317
1109,644,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Necrotic helmet.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],318
1110,645,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Necrotic boots.",[],"","Boots Skin","",[],[],0,"",0,"","",[],[],[],9,[12],318
1111,646,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Necrotic gloves.",[],"","Gloves Skin","",[],[],0,"",0,"","",[],[],[],8,[11],318
1112,647,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Necrotic body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"","",[],[],[],4,[9],318
1113,648,20,1,"grant_micro","","","Adds the Awakening effect to any equipped weapon",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",352
1114,649,1,1,"grant_micro","","","The Shade of Axiom possesses your character",[],"","Apparition Effect","",[],[],0,"",0,"",2,[],[],[],15,[14],352
1115,650,20,1,"grant_micro","","","Adds the Axiom effect to any equipped weapon",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",352
1116,651,1,1,"grant_micro","","","The Overlord of Highgate possesses your character",[],"","Apparition Effect","",[],[],0,"",0,"",2,[],[],[],15,[14],352
1117,652,20,1,"grant_micro","","","Adds the Highgate effect to any equipped weapon",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",352
1118,653,1,1,"grant_micro","","","The Harbinger of Lunaris possesses your character",[],"","Apparition Effect","",[],[],0,"",0,"",2,[],[],[],15,[14],352
1119,654,20,1,"grant_micro","","","Adds the Lunaris effect to any equipped weapon",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",352
1120,655,1,1,"grant_micro","","","The Bloodletter of the Vaal possesses your character",[],"","Apparition Effect","",[],[],0,"",0,"",2,[],[],[],15,[14],352
1121,656,20,1,"grant_micro","","","Adds the Vaal effect to any equipped weapon",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",352
1122,657,1,1,"grant_micro","","","Adds the Axiom Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],352
1123,658,1,1,"grant_micro","","","Adds the Vaal Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],352
1124,659,1,1,"grant_micro","","","Adds the Lunaris Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],352
1125,660,1,1,"grant_micro","","","Adds the Highgate Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],352
1126,661,1,1,"grant_micro","","","Adds the Raven Wings Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],345
1127,662,20,1,"grant_micro","","","Your Righteous Fire becomes divine white flames.",[],"","Righteous Fire Skin","",[],[],0,"",0,"",1,[],[],[],17,[36],336
1128,663,1,1,"grant_micro","","","Your x becomes y.",[],"","","",[],[],0,"",0,"","",[],[],[],16,[15],356
1129,664,1,1,"grant_micro","","","Your x becomes y.",[],"","","",[],[],0,"",0,"","",[],[],[],16,[15],356
1130,665,1,1,"grant_micro","","","Your x becomes y.",[],"","","",[],[],0,"",0,"","",[],[],[],16,[15],356
1131,666,1,1,"grant_micro","","","Your x becomes y.",[],"","","",[],[],0,"",0,"","",[],[],[],16,[15],356
1132,667,20,1,"grant_micro","","","Changes the appearance of any equipped headdress to a webbed, spider-inhabited witch's hat.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],356
1133,668,20,1,"grant_micro","","","Your Holy Flame Totem becomes possessed with ghostly fire.",[],"","Holy Flame Totem Skin","",[],[],0,"",0,"",0,[],[],[],17,[36],322
1134,669,20,1,"grant_micro","","","The standard skin on your Raised spectres are replaced by an Ebony skin.",[],"","Raise Spectre Skin","",[],[],0,"",0,"",0,[],[],[],17,[36],335
1135,670,20,1,"grant_micro","","","Your Spell or Ballista totem becomes an eagle guardian.",[],"","Totem Skin","",[],[],0,"",0,"",0,[],[],[],17,[36],345
1136,671,20,1,"grant_micro","","","Your Herald of Ash becomes infused with ghostly fire.",[],"","Herald of Ash Skin","",[],[],0,"",0,"",0,[],[],[],17,[36],322
1137,672,20,1,"grant_micro","","","Your Rolling Magma becomes a flammable concoction.",[],"","Rolling Magma Skin","",[],[],0,"",0,"",0,[],[],[],17,[36],338
1138,673,20,1,"grant_micro","","","Your Spell or Ballista totem becomes an ancient ziggurat.",[],"","Totem Skin","",[],[],0,"",0,"",0,[],[],[],17,[36],356
1139,674,1,1,"grant_micro","","","Changes the appearance of any equipped headdress with Rigwald's Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],347
1140,675,1,1,"grant_micro","","","Changes the appearance of any equipped boots with Rigwald's Boots.",[],"","Boots Skin","",[],[],0,"",0,"","",[],[],[],9,[12],347
1141,676,1,1,"grant_micro","","","Changes the appearance of any equipped gloves with Rigwald's Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"","",[],[],[],8,[11],347
1142,677,1,1,"grant_micro","","","Changes the appearance of any equipped body armour with Rigwald's Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"","",[],[],[],4,[9],347
1143,678,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Gore Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],321
1144,679,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Gore Boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[],9,[12],321
1145,680,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Gore Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[],8,[11],321
1146,681,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Gore Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[],4,[9],321
1147,682,1,1,"grant_micro","","","Adds the Aspirant Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],353
1148,683,1,1,"grant_micro","","","Adds the Challenger Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],353
1149,684,1,1,"grant_micro","","","Adds the Sovereign Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],353
1150,685,1,1,"grant_micro","","","Adds the Ascendant Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],353
1151,686,1,1,"modify_portal_variation","","","This character's portals use the Aspirant effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],353
1152,687,1,1,"modify_portal_variation","","","This character's portals use the Challenger effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],353
1153,688,1,1,"modify_portal_variation","","","This character's portals use the Sovereign effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],353
