"rownum","Id","WorldAreasKeys","i32","i32","BossMonsterSpawnChance","BossMonsterCount","BossMonster_MonsterVarietiesKeys","bool","i32","[string]","TagsKeys","MinLevel","MaxLevel","WorldAreas2","i32","PackFormation","i32","bool","[rid]","bool","bool"
577,"untainted2-2","[840,992,1170]",5,10,0,0,[],"",1,"[""Forest"",""TreeTrim""]",[],0,100,[],0,"",0,"",[],1,""
578,"untainted2-3","[840,992,1170]",5,10,0,0,[],"",1,"[""Forest"",""TreeTrim""]",[],0,100,[],0,"",0,"",[],1,""
579,"untainted2-4","[840,992,1170]",5,10,0,0,[],"",1,"[""Forest"",""TreeTrim""]",[],0,100,[],0,"",0,"",[],1,""
580,"untainted2-5","[840,992,1170]",5,10,0,0,[],"",1,"[""Forest"",""TreeTrim""]",[],0,100,[],0,"",0,"",[],1,""
581,"untainted2-6","[840,992,1170]",5,10,0,0,[],"",1,"[""Beach"",""BeachOceanShallowWet"",""knoll""]",[],0,100,[],0,"",0,"",[],1,""
582,"untainted2-7","[840,992,1170]",5,10,0,0,[],"",1,"[""Forest"",""TreeTrim""]",[],0,100,[],0,"",0,"",[],1,""
583,"untainted-lake-1",[1802],4,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
584,"untainted-lake-2",[1802],4,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
585,"untainted-lake-3",[1802],4,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
586,"untainted-lake-4",[1802],4,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
587,"untainted-lake-5",[1802],4,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
588,"untainted-lake-6",[1802],4,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
589,"untainted-lake-7",[1802],4,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
590,"oba-1",[806],6,12,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
591,"oba-2",[806],5,10,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
592,"oba-3",[806],6,12,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
593,"oba-4",[806],6,12,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
594,"oba-5",[806],6,12,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
595,"oba2-1","[886,1021,1217]",6,12,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
596,"oba2-2","[886,1021,1217]",5,10,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
597,"oba2-3","[886,1021,1217]",6,12,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
598,"oba2-4","[886,1021,1217]",6,12,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
599,"oba2-5","[886,1021,1217]",6,12,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
600,"deathandtaxes-1",[821],0,0,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
601,"deathandtaxes-2",[821],0,0,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
602,"deathandtaxes-3",[821],0,0,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
603,"deathandtaxes-4",[821],0,0,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
604,"deathandtaxes-wild",[821],0,0,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
605,"deathandtaxes2-1","[902,1027,1219]",0,0,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
606,"deathandtaxes2-2","[902,1027,1219]",0,0,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
607,"deathandtaxes2-3","[902,1027,1219]",0,0,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
608,"deathandtaxes2-4","[902,1027,1219]",0,0,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
609,"deathandtaxes2-wild","[902,1027,1219]",0,0,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
610,"cagan-1",[801],10,12,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
611,"cagan-2",[801],8,10,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
612,"cagan-3",[801],4,6,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
613,"cagan-4",[801],3,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
614,"cagan-5",[801],4,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
615,"cagan-bosspack",[801],10,12,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
616,"cagan2-1","[879,970,1111]",10,12,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
617,"cagan2-2","[879,970,1111]",8,10,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
618,"cagan2-3","[879,970,1111]",4,6,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
619,"cagan2-4","[879,970,1111]",3,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
620,"cagan2-5","[879,970,1111]",4,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
621,"cagan2-bosspack","[879,970,1111]",10,12,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
622,"wolfmap-1","[869,1014,1153]",5,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
623,"wolfmap-bandit1","[869,1014,1153]",4,7,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
624,"wolfmap-bandit2","[869,1014,1153]",5,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
625,"perandus1","[907,1017,1113]",3,10,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
626,"perandus2","[907,1017,1113]",3,10,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
627,"perandus3","[907,1017,1113]",3,10,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
628,"perandus4","[907,1017,1113]",3,10,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
629,"perandus5","[907,1017,1113]",3,10,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
630,"pvp1",[1305],5,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
631,"pvp2",[1305],5,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
632,"pvp3",[1305],5,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
633,"pvp4",[1305],5,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
634,"pvp5",[1305],5,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
635,"pvp6",[1305],5,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
636,"pvp7",[1305],5,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
637,"pvp8",[1305],5,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
638,"pvp9",[1305],5,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
639,"pvp10",[1305],5,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
640,"pvp11",[1305],5,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
641,"descent1-insect1",[1315],6,10,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
642,"descent1-insect2",[1315],1,1,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],"",""
643,"descent1-snake1",[1315],2,4,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
644,"descent2-bandits1",[1316],3,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
645,"descent2-bandits2",[1316],4,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
646,"descent2-beast",[1316],1,3,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
647,"descent2-flamebearer",[1316],2,3,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
648,"descent3-rhoaskeleton",[1317],3,6,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
649,"descent3-necro1",[1317],4,10,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
650,"descent3-necro2",[1317],3,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
651,"descent3-skeleton1",[1317],3,6,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
652,"descent3-bosspack",[1317],14,16,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
653,"descent4-bandits1",[1318],3,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
654,"descent4-cannibals1",[1318],4,6,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
655,"descent4-bandits2",[1318],4,6,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
656,"descent5-spiders1",[1319],4,8,0,0,[],"",2,[],[],0,100,[],0,"",0,"",[],1,""
657,"descent5-spiders2",[1319],3,6,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
658,"descent5-spiders3",[1319],5,12,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
659,"descent5-spiders4",[1319],3,6,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
660,"descent6-statues1",[1320],3,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
661,"descent6-statues2",[1320],2,4,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
662,"descent6-statues3",[1320],4,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
663,"descent6-statues4",[1320],3,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
664,"descent7-waterelemental1",[1321],2,5,0,0,[],"",2,[],[],0,100,[],0,"",0,"",[],1,""
665,"descent7-seawitch1",[1321],3,7,0,0,[],"",2,[],[],0,100,[],0,"",0,"",[],1,""
666,"descent7-seawitch2",[1321],0,0,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
667,"descent7-sandspitter1",[1321],3,7,0,0,[],"",2,[],[],0,100,[],0,"",0,"",[],1,""
668,"descent8-monkeys1",[1322],3,12,0,0,[],"",2,[],[],0,100,[],0,"",0,"",[],1,""
669,"descent8-monkeys2",[1322],3,6,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
670,"descent9-skeletons1",[1323],3,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
671,"descent9-skeletons2",[1323],3,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
672,"descent9-skeletons3",[1323],3,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
673,"descent9-skeletons4",[1323],4,12,0,0,[],"",2,[],[],0,100,[],0,"",0,"",[],1,""
674,"descent10-outcast",[1324],3,6,0,0,[],"",2,[],[],0,100,[],0,"",0,"",[],1,""
675,"descent10-citystalker1",[1324],3,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
676,"descent10-citystalker2",[1324],4,10,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
677,"descent11-ribbon1",[1325],4,8,100,1,"[2451,2452,2453]","",3,[],[],0,100,[],0,"",0,"",[],1,""
678,"descent11-ribbon2",[1325],0,0,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
679,"descent12-filler1",[1326],4,10,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
680,"descent12-filler2",[1326],8,14,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
681,"descent13-axis1",[1327],2,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
682,"descent13-axis2",[1327],2,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
683,"descent13-axis3",[1327],3,8,0,0,[],"",2,[],[],0,100,[],0,"",0,"",[],1,""
684,"descent14-demons1",[1328],3,6,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
685,"descent14-demons2",[1328],3,6,0,0,[],"",2,[],[],0,100,[],0,"",0,"",[],1,""
686,"descent14-demons3",[1328],3,6,0,0,[],"",2,[],[],0,100,[],0,"",0,"",[],1,""
687,"descent14-demons4",[1328],3,6,0,0,[],"",2,[],[],0,100,[],0,"",0,"",[],1,""
688,"descent14-demons5",[1328],3,6,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
689,"descent15-lions",[1329],3,7,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
690,"descent15-goats",[1329],2,6,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
691,"descent15-pyro",[1329],2,3,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
692,"descent15-monster",[1329],2,4,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
693,"descent15-skeletons",[1329],2,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
694,"EndlessLedge1-bosspackmain",[1367],4,7,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
695,"EndlessLedge1-totembosspack",[1367],2,5,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
696,"EndlessLedge1-skeletons1",[1367],2,10,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
697,"EndlessLedge1-skeletons2",[1367],3,12,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
698,"EndlessLedge1-skeletons3",[1367],1,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
699,"EndlessLedge2-skeletons2",[1368],3,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
700,"EndlessLedge2-beast1",[1368],3,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
701,"EndlessLedge2-dropbears1",[1368],4,6,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
702,"EndlessLedge2-farmers1",[1368],3,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
703,"EndlessLedge2-monkeys1",[1368],6,10,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
704,"EndlessLedge2-mossmonster1",[1368],4,6,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
705,"EndlessLedge2-snakes1",[1368],3,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
706,"EndlessLedge2-spiders1",[1368],3,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
707,"EndlessLedge2-spiders2",[1368],3,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
708,"EndlessLedge2-vaal1",[1368],3,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
709,"EndlessLedge2-skeletons1",[1368],3,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
710,"EndlessLedge2-zombies1",[1368],5,9,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
711,"EndlessLedge2-seawitches1",[1368],6,10,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
712,"EndlessLedge2-sandspitters1",[1368],6,10,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
713,"EndlessLedge2-rhoas1",[1368],3,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
714,"EndlessLedge2-lions1",[1368],3,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
715,"EndlessLedge2-goatman1",[1368],3,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
716,"EndlessLedge2-ghosts1",[1368],3,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
717,"EndlessLedge2-cannibals1",[1368],3,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
718,"EndlessLedge3-axis1",[1369],3,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
719,"EndlessLedge3-citystalker1",[1369],3,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
720,"EndlessLedge3-demons1",[1369],3,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
721,"EndlessLedge3-dockworker1",[1369],3,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
722,"EndlessLedge3-insects1",[1369],6,10,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
723,"EndlessLedge3-ribbons1",[1369],6,10,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
724,"EndlessLedge3-undying1",[1369],3,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
725,"EndlessLedge3-skeletons2",[1369],3,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
726,"EndlessLedge3-beast1",[1369],3,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
727,"EndlessLedge3-dropbears1",[1369],4,6,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
728,"EndlessLedge3-farmers1",[1369],3,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
729,"EndlessLedge3-monkeys1",[1369],6,10,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
730,"EndlessLedge3-mossmonster1",[1369],4,6,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
731,"EndlessLedge3-snakes1",[1369],3,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
732,"EndlessLedge3-spiders1",[1369],3,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
733,"EndlessLedge3-spiders2",[1369],3,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
734,"EndlessLedge3-vaal1",[1369],3,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
735,"EndlessLedge3-skeletons1",[1369],3,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
736,"EndlessLedge3-zombies1",[1369],5,9,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
737,"EndlessLedge3-seawitches1",[1369],6,10,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
738,"EndlessLedge3-sandspitters1",[1369],6,10,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
739,"EndlessLedge3-rhoas1",[1369],3,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
740,"EndlessLedge3-lions1",[1369],3,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
741,"EndlessLedge3-goatman1",[1369],3,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
742,"EndlessLedge3-ghosts1",[1369],3,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
743,"EndlessLedge3-cannibals1",[1369],3,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
744,"descent2_1-guardians",[1330],6,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
745,"descent2_1-guardians2",[1330],8,10,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
746,"descent2_1-spiker",[1330],4,6,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
747,"descent2_2_1-kiwi",[1331],4,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
748,"descent2_2_1-monkeys",[1331],7,12,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
749,"descent2_2_1-monkeys2",[1331],6,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
750,"descent2_2_2-frogs",[1332],5,7,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
751,"descent2_2_2-iguanas",[1332],4,6,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
752,"descent2_2_2-insects",[1332],7,11,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
753,"descent2_3-stalkers1",[1333],5,7,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
754,"descent2_3-stalkers2",[1333],5,7,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
755,"descent2_3_side1-skeletons",[1334],4,6,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
756,"Descent2_3_boss-bosspack",[1335],10,10,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
757,"descent2_4-cannibals",[1336],4,10,35,1,"[2654,2689]","",1,[],[],0,100,[],0,"",0,"",[],1,""
758,"descent2_5_1-skeletons1",[1337],4,8,35,1,"[399,403,2486,2488,2489]","",1,[],[],0,100,[],0,"",0,"",[],1,""
759,"descent2_5_1-skeletons2",[1337],3,8,35,1,"[399,403,2486,2488,2489]","",1,[],[],0,100,[],0,"",0,"",[],1,""
760,"descent2_5_2-spiders1",[1338],5,7,0,0,[],"",2,[],[],0,100,[],0,"",0,"",[],1,""
761,"descent2_5_2-spiders2",[1338],5,7,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
762,"descent2_5_2-spiders3",[1338],5,7,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
763,"descent2_5_2-lion1",[1338],5,7,0,0,[],"",2,[],[],0,100,[],0,"",0,"",[],1,""
764,"descent2_5_2-rootspider",[1338],2,4,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
765,"descent2_6_1-ghost1",[1339],4,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
766,"descent2_6_1-ghost2",[1339],4,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
767,"descent2_6_1-ghost3",[1339],4,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
768,"descent2_6_1_side1-goats1",[1340],3,4,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
769,"descent2_6_2-bandits1",[1341],4,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
770,"descent2_6_2-bandits2",[1341],4,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
771,"descent2_6_2-bandits3",[1341],4,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
772,"descent2_6_2-pyros",[1341],4,8,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
773,"descent2_7-zombies1",[1344],4,12,10,4,"[1191,1193,1195]","",1,[],[],0,100,[],0,"",0,"",[],1,""
774,"descent2_7-zombies2",[1344],4,12,10,4,"[1191,1193,1195]","",1,[],[],0,100,[],0,"",0,"",[],1,""
775,"descent2_7-zombies3",[1344],4,12,10,4,"[1191,1193,1195]","",1,[],[],0,100,[],0,"",0,"",[],1,""
776,"descent2_7-zombies4",[1344],4,12,10,4,"[1191,1193,1195]","",1,[],[],0,100,[],0,"",0,"",[],1,""
777,"descent2_7-zombies5",[1344],4,12,10,4,"[1191,1193,1195]","",1,[],[],0,100,[],0,"",0,"",[],1,""
778,"descent2_7-zombies6",[1344],4,12,10,4,"[1191,1193,1195]","",1,[],[],0,100,[],0,"",0,"",[],1,""
779,"descent2_8_1-demons1",[1345],4,7,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
780,"descent2_8_1-demons2",[1345],4,7,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
781,"descent2_8_1-demons3",[1345],4,6,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
782,"descent2_8_2-spawn",[1346],6,13,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
783,"descent2_8_2-smallspider",[1346],6,10,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
784,"descent2_8_2-sandspitter",[1346],4,6,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
785,"descent2_8_2-rhoa",[1346],3,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
786,"descent2_9_1-fire1",[1347],4,6,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
787,"descent2_9_1-fire2",[1347],4,6,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
788,"descent2_9_1-fire3",[1347],4,6,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
789,"descent2_9_1-fire4",[1347],4,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
790,"descent2_9_1-fire5",[1347],4,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
791,"descent2_9_1-fire6",[1347],4,6,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
792,"descent2_9_1-fire7",[1347],3,4,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
793,"descent2_9_1-fire8",[1347],3,7,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
794,"descent2_9_2-lightning1",[1348],4,6,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
795,"descent2_9_2-lightning2",[1348],4,6,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
796,"descent2_9_2-lightning3",[1348],4,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
797,"descent2_9_2-lightning4",[1348],4,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
798,"descent2_9_2-lightning5",[1348],3,6,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
799,"descent2_9_2-lightning6",[1348],4,6,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
800,"descent2_9_3-cold1",[1349],4,6,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
801,"descent2_9_3-cold2",[1349],4,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
802,"descent2_9_3-cold3",[1349],4,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
803,"descent2_9_3-cold4",[1349],4,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
804,"descent2_9_3-cold5",[1349],4,6,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
805,"descent2_9_3-cold6",[1349],4,6,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
806,"descent2_9_3-cold7",[1349],4,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
807,"descent2_10-beasts1",[1352],3,6,100,1,"[120,118,119,121,136]","",3,[],[],0,100,[],0,"",0,"",[],1,""
808,"descent2_10-fragments",[1352],3,6,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
809,"descent2_11-guardians",[1353],3,4,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
810,"descent2_11-grappler",[1353],3,6,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
811,"descent2_11-moss",[1353],3,4,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
812,"descent2_12-axis1",[1354],3,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
813,"descent2_12-axis2",[1354],4,7,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
814,"descent2_12-axis3",[1354],2,6,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
815,"descent2_12-axis4",[1354],2,5,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
816,"descent2_12-snakes",[1354],2,7,0,0,[],"",1,[],[],0,100,[],0,"",0,"",[],1,""
817,"Descent2_11-animated",[1353],4,10,0,0,[],"",0,[],[],0,100,[],0,"",0,"",[],1,""
818,"mapatziri1_1",[753],4,10,33,1,"[1005,991,990,992,989]","",1,[],[],0,100,[],0,"",0,"",[],1,""
