"rownum","Id","DisplayedName","Description","ActionType","Icon_DDSFile","ActiveSkillTargetTypes","ActiveSkillTypes","WeaponRestriction_ItemClassesKeys","WebsiteDescription","WebsiteImage","bool","string","bool","SkillTotemId","IsManuallyCasted","Input_StatKeys","Output_StatKeys","MinionActiveSkillTypes","bool","bool","[rid]","i32","AlternateSkillTargetingBehavioursKey","bool","AIFile","[rid]","bool","bool","bool","TransfigureBase"
201,"vaal_expanding_rain_of_arrows","Vaal Rain of Arrows","Fires multiple arrows into the air, to land in multiple sequences after a delay, each starting at the targeted location and spreading outwards in all directions. Each arrow deals damage in an area around it. Half of the arrows will land directly on targets if there are targets in their range.",99,"Art/2DArt/SkillIcons/rainofarrows.dds","[1,2]","[0,40,7,10,61,14,13,15,37,88]",[13],"","",1,"VaalExpandingRainOfArrows",1,22,1,"[4201,3996,4174,7982,18324]","[70,24,433,7983,6033]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
202,"fire_storm","Firestorm","Flaming bolts rain down over the targeted area. They explode when landing, dealing damage to nearby enemies.",100,"Art/2DArt/SkillIcons/FirestormV2.dds","[1,2,22]","[1,6,7,8,13,14,15,21,31,28,55,69,71]",[],"Perhaps the most feared area effect skill in the Witch's arsenal, the mighty Firestorm skill is legendary for its power and cruelty. The incantation tears a rift in the heavens that showers a wide swath of ground in a rain of searing flames. These bolts pound down without mercy, exploding violently to cause even more harm.","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/fire_storm.jpg","","Firestorm",1,22,1,"[4226,4009]","[215,24]",[],1,1,[18108],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
203,"fire_storm_alt_x","Firestorm of Meteors","A large flaming bolt falls towards the targeted area. The bolt explodes when landing, dealing damage to nearby enemies.",100,"Art/2DArt/SkillIcons/FirestormV2.dds","[1,2,22]","[1,6,7,13,14,15,21,31,28,55,69,71]",[],"Perhaps the most feared area effect skill in the Witch's arsenal, the mighty Firestorm skill is legendary for its power and cruelty. The incantation tears a rift in the heavens that showers a wide swath of ground in a rain of searing flames. These bolts pound down without mercy, exploding violently to cause even more harm.","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/fire_storm.jpg","","Firestorm",1,22,1,"[4226,4009]","[215,24]",[],1,1,[18108],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,202
204,"fire_storm_alt_y","Firestorm of Pelting","Flaming bolts rain down over the targeted area. They explode when landing, dealing damage to nearby enemies.",100,"Art/2DArt/SkillIcons/FirestormV2.dds","[1,2,22]","[1,6,7,8,13,14,15,21,31,28,55,69,71]",[],"Perhaps the most feared area effect skill in the Witch's arsenal, the mighty Firestorm skill is legendary for its power and cruelty. The incantation tears a rift in the heavens that showers a wide swath of ground in a rain of searing flames. These bolts pound down without mercy, exploding violently to cause even more harm.","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/fire_storm.jpg","","Firestorm",1,22,1,"[4226,4009]","[215,24]",[],1,1,[18108],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,202
205,"fire_storm_ignore_los","","",100,"","[1,2,8]","[1,6,7,8,13,14,15,21,31,28,71]",[],"","",1,"",1,22,1,"[4226,4009]","[215,24]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
206,"vaal_fire_storm","Vaal Firestorm","A fixed number of flaming bolts rain down in a spiral, culminating in the central one impacting the targeted location. They explode when landing, dealing damage to nearby enemies and leaving burning ground, which deals fire damage over time.",100,"Art/2DArt/SkillIcons/FirestormV2.dds","[1,2,22]","[1,6,13,14,15,7,8,28,71,37]",[],"","",1,"",1,22,1,"[4226,4009]","[215,24]",[],1,1,[18108],8,2,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
207,"ice_storm","Icestorm","Icy bolts rain down over the targeted area. They explode when landing, dealing damage to nearby enemies and chilling them, as well as causing patches of chilled ground. Skill damage is based on Intelligence.",100,"Art/2DArt/BuffIcons/icestorm.dds","[1,2,22]","[1,6,7,8,13,14,15,21,31,29,55,67,69,71]",[],"","",1,"IcestormUniqueStaff12",1,22,1,[],[],[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]",1,"",1,""
208,"lightning_strike","Lightning Strike","Infuses your melee weapon with electrical energies as you swing. In addition to converting some of your physical damage to lightning damage, the stored energy is released from the weapon as projectiles as you strike, flying out to hit farther-away enemies. The projectiles cannot miss if the melee attack hit a target.",101,"Art/2DArt/SkillIcons/lightningslash.dds","[1,2]","[0,40,2,20,23,19,30,81]","[6,7,9,10,11,12,32,14,15,16,17,57,56]","","http://s3.amazonaws.com/pathofexile/image/skills/strength/lightning_strike.jpg","","LightningStrike","",22,1,"[3985,4240,6252,6253,17987,17990]","[24,173,6247,6233,4986,17904]",[],1,1,[],8,"","","","[2,27,3,35,15,14,28,12,26,17,16,11,10,29,18,19,13]","","",1,""
209,"lightning_strike_alt_x","Lightning Strike of Arcing","Infuses your melee weapon with electrical energies as you swing. In addition to converting some of your physical damage to lightning damage, the stored energy is released from the weapon as a projectile as you strike, flying out to hit farther-away enemies and chain between them. The projectile cannot miss if the melee attack hit a target.",101,"Art/2DArt/SkillIcons/lightningslash.dds","[1,2]","[0,40,2,20,23,19,30,81,18]","[6,7,9,10,11,12,32,14,15,16,17,57,56]","","http://s3.amazonaws.com/pathofexile/image/skills/strength/lightning_strike.jpg","","LightningStrike","",22,1,"[3985,4240,6252,6253,17987,17990]","[24,173,6247,6233,4986,17904]",[],1,1,[],8,"","","","[2,27,3,35,15,14,28,12,26,17,16,11,10,29,18,19,13]","","",1,208
210,"lightning_strike_alt_y","[DNT] LightningStrikeAltY","Infuses your melee weapon with electrical energies as you swing. In addition to converting some of your physical damage to lightning damage, the stored energy is released from the weapon as projectiles as you strike, flying out to hit farther-away enemies. The projectiles cannot miss if the melee attack hit a target.",101,"Art/2DArt/SkillIcons/lightningslash.dds","[1,2]","[0,40,2,20,23,19,30,81]","[6,7,9,10,11,12,32,14,15,16,17,57,56]","","http://s3.amazonaws.com/pathofexile/image/skills/strength/lightning_strike.jpg","","LightningStrike","",22,1,"[3985,4240,6252,6253,17987,17990]","[24,173,6247,6233,4986,17904]",[],1,1,[],8,"","","","[2,27,3,35,15,14,28,12,26,17,16,11,10,29,18,19,13]","","",1,208
211,"vaal_new_lightning_strike","Vaal Lightning Strike","Infuses your melee weapon with electrical energies as you swing. In addition to converting some of your physical damage to lightning damage, the stored energy becomes an orb attached to the enemy you hit, or the ground if you don't hit an enemy. The orb will periodically fire projectiles at other nearby enemies for a duration, which will also damage the enemy the orb is attached to.",102,"Art/2DArt/SkillIcons/lightningslash.dds","[1,2]","[0,20,19,8,37,30,2,40,81]","[6,7,9,10,11,12,32,14,15,16,17,57,56]","","",1,"","",22,1,"[3985,4240,6252,6253,17987,17990]","[24,173,6247,6233,4986,17904]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
212,"vaal_lightning_strike","Vaal Lightning Strike","Infuses your melee weapon with electrical energies as you swing. In addition to converting some of your physical damage to lightning damage, the stored energy is forced into the enemy as you strike, electrically charging them for a duration, during which lightning will arc between them and other nearby enemies, dealing damage. This occurs even if the attack is dodged.",103,"Art/2DArt/SkillIcons/lightningslash.dds","[1,2]","[0,20,19,8,37,30]","[6,7,9,10,11,12,32,14,15,16,17,57,56]","","",1,"","",22,1,"[3985,4240,6252,6253,17987,17990]","[24,173,6247,6233,4986,17904]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
213,"tempest_shield","Tempest Shield","Enchants your shield with the power of storms, which lashes out to deal arcing lightning damage to attackers when you block them.",104,"Art/2DArt/SkillIcons/lightningshield.dds",[4],"[1,6,9,22,30,18,4,11,89,14,63,84,85]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/tempest_shield.jpg","","TempestShield","",22,1,"[4052,4391,15901]","[24,172,4523]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
214,"molten_shell","Molten Shell","Summons fiery elemental shields providing additional armour for a short duration. If cumulative physical damage prevented by your blocking or armour reaches a threshold, the shields explode outwards, dealing fire damage to surrounding enemies.",105,"Art/2DArt/SkillIcons/moltenshield.dds",[4],"[1,6,7,8,14,26,31,28,63,71,27,89]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/strength/molten_shell.jpg","","MoltenShell","",22,1,"[4043,4496]","[24,4523]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
215,"molten_shell_barrier","Molten Shell","Applies a buff that adds to your armour, and can take some of the damage from hits for you before being depleted. When the buff expires or is depleted, the skill deals reflected damage to enemies around you based on the total damage that was taken from the buff. Shares a cooldown with other Guard skills.",105,"Art/2DArt/SkillIcons/moltenshield.dds",[4],"[1,7,8,14,26,28,63,71,27,31,77,89]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/strength/molten_shell.jpg","","MoltenShell","",22,1,"[9862,4496,9517]","[215,4523,9372]",[],1,1,[],8,"","","","[4,18,29,10,11,16,17,19,26]","","",1,""
216,"vaal_molten_shell","Vaal Molten Shell","Applies a buff that raises your armour, and takes some of the damage from hits for you before being depleted. Each second, the skill deals reflected damage to surrounding enemies based on the damage taken by the buff in that second. When the buff is removed, the skill deals reflected damage to enemies around you based on the total damage that was taken by the buff. You cannot have the buff at the same time as any other Guard skill.",105,"Art/2DArt/SkillIcons/moltenshield.dds",[4],"[1,7,8,14,26,28,63,71,27,37,85,84,89,77]",[],"","",1,"","",22,1,"[9862,4496]","[215,4523]",[],1,1,[],8,"","","","[4,18,29,10,11,16,17,19,26]","","",1,""
217,"monster_vaal_molten_shell","Vaal Molten Shell","",105,"",[4],"[1,6,7,8,14,26,37,28,31,71,27]",[],"","",1,"","",22,1,"[4043,4496]","[24,4523]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
218,"power_siphon","Power Siphon","Fires your wand to fire a single projectile each at a number of nearby enemies, granting you a power charge if an enemy is killed by, or soon after, the hit.",106,"Art/2DArt/SkillIcons/soulsyphon.dds","[1,2]","[0,40,2,56,14,13,15]",[8],"","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/power_shot.jpg","","PowerSiphon","",22,1,"[4207,4014,7950,18024,18025]","[70,24,173,108,3823]",[],1,1,[],8,3,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
219,"power_siphon_alt_x","Power Siphon of the Archmage","Fires your wand to fire a single projectile each at a number of nearby enemies, granting you a power charge if an enemy is killed by, or soon after, the hit.",106,"Art/2DArt/SkillIcons/soulsyphon.dds","[1,2]","[0,40,2,56,14,13,15]",[8],"","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/power_shot.jpg","","PowerSiphon","",22,1,"[4207,4014,7950,18024,18025]","[70,24,173,108,3823]",[],1,1,[],8,3,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,218
220,"power_siphon_alt_y","[DNT] PowerSiphonAltY","Fires your wand to fire a single projectile each at a number of nearby enemies, granting you a power charge if an enemy is killed by, or soon after, the hit.",106,"Art/2DArt/SkillIcons/soulsyphon.dds","[1,2]","[0,40,2,56,14,13,15]",[8],"","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/power_shot.jpg","","PowerSiphon","",22,1,"[4207,4014,7950,18024,18025]","[70,24,173,108,3823]",[],1,1,[],8,3,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,218
221,"vaal_power_siphon","Vaal Power Siphon","Fires your wand simultaneously at all nearby enemies, culling those close to death and granting you a power charge for each. Cannot be supported by Volley.",106,"Art/2DArt/SkillIcons/soulsyphon.dds","[1,2]","[0,40,2,14,13,15,37,81]",[8],"","",1,"","",22,1,"[4207,4014,7950,18024,18025]","[70,24,173,108,3823]",[],1,1,[],8,3,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
222,"mass_frenzy","","",107,"",[4],"[1,7,71]",[],"","",1,"MassFrenzy","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
223,"mass_endurance","","",108,"",[4],"[1,7,71]",[],"","",1,"MassEndurance","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
224,"mass_power","","",109,"",[4],"[1,7,71,31]",[],"","",1,"MassPower","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
225,"puncture","Puncture","Punctures enemies, causing a bleeding debuff, which will be affected by modifiers to skill duration. Puncture works with bows, daggers, claws or swords.",110,"Art/2DArt/SkillIcons/puncture.dds","[1,2]","[0,40,57,2,56,8,13,15,14,20,23,19,34,31,27]","[13,6,7,9,10,15,56]","","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/puncture.jpg","","Puncture","",22,1,"[4003,4224,4259,18013]","[24,215,5410,10961]",[],1,1,[],8,3,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
226,"puncture_alt_x","[DNT] PunctureAltX","Punctures enemies, causing a bleeding debuff, which will be affected by modifiers to skill duration. Puncture works with bows, daggers, claws or swords.",110,"Art/2DArt/SkillIcons/puncture.dds","[1,2]","[0,40,57,2,56,8,13,15,14,20,23,19,34,31,27]","[13,6,7,9,10,15,56]","","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/puncture.jpg","","Puncture","",22,1,"[4003,4224,4259,18013]","[24,215,5410,10961]",[],1,1,[],8,3,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,225
227,"puncture_alt_y","[DNT] PunctureAltY","Punctures enemies, causing a bleeding debuff, which will be affected by modifiers to skill duration. Puncture works with bows, daggers, claws or swords.",110,"Art/2DArt/SkillIcons/puncture.dds","[1,2]","[0,40,57,2,56,8,13,15,14,20,23,19,34,31,27]","[13,6,7,9,10,15,56]","","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/puncture.jpg","","Puncture","",22,1,"[4003,4224,4259,18013]","[24,215,5410,10961]",[],1,1,[],8,3,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,225
228,"lightning_arrow","Lightning Arrow","Fires a charged arrow which damages enemies by causing them to be struck by a bolt of lightning, which also damages a number of surrounding enemies.",111,"Art/2DArt/SkillIcons/lightningarrow.dds","[1,2]","[0,40,57,7,2,56,14,13,15,30,31]",[13],"","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/lightning_arrow.jpg","","LightningArrow","",22,1,"[4001,4176,17986,17989]","[24,433,4986,17904]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
229,"lightning_arrow_alt_x","Lightning Arrow of Electrocution","Fires a charged arrow which damages enemies by causing them to be struck by a bolt of lightning. It sticks into the final target, causing them to be struck and damaged multiple times.",111,"Art/2DArt/SkillIcons/lightningarrow.dds","[1,2]","[0,40,57,2,56,14,13,15,30,31]",[13],"","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/lightning_arrow.jpg","","LightningArrow","",22,1,"[4001,4176,17986,17989]","[24,433,4986,17904]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,228
230,"lightning_arrow_alt_y","[DNT] LightningArrowAltY","Fires a charged arrow which damages enemies by causing them to be struck by a bolt of lightning, which also damages a number of surrounding enemies.",111,"Art/2DArt/SkillIcons/lightningarrow.dds","[1,2]","[0,40,57,7,2,56,14,13,15,30,31]",[13],"","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/lightning_arrow.jpg","","LightningArrow","",22,1,"[4001,4176,17986,17989]","[24,433,4986,17904]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,228
231,"vaal_lightning_arrow","Vaal Lightning Arrow","Fires charged arrows, which repeatedly travel for a short time before changing direction. When they hit enemies, they are struck by a bolt of lightning which damages a number of surrounding enemies.",112,"Art/2DArt/SkillIcons/lightningarrow.dds","[1,2]","[0,40,7,2,56,14,13,15,30,37]",[13],"","",1,"","",22,1,"[4001,4176,17986,17989]","[24,433,4986,17904]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
232,"taunt","Taunt","",113,"",[2],[],[],"","",1,"","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
233,"haste","Haste","Casts an aura that increases the movement speed, attack speed and cast speed of you and your allies.",115,"Art/2DArt/SkillIcons/auraspeed.dds",[4],"[1,7,4,11,22,14,38,63,71,80,84,85,89]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/haste.jpg","","Haste","",22,1,"[4322,8262,14984,15014,15904]","[13977,13998,14707,14885,1931]",[],1,1,[],8,"","","",[],"","",1,""
234,"vaal_haste","Vaal Haste","Casts a temporary aura that increases the movement speed, attack speed and cast speed of you and your allies.",116,"Art/2DArt/SkillIcons/auraspeed.dds",[4],"[1,4,7,14,22,8,37,38,71,63,84,85,89]",[],"","",1,"","",22,1,"[4322,14984,15014,15904]","[13977,14707,14885,1931]",[],1,1,[],8,"","","",[],"","",1,""
235,"purity","Purity of Elements","Casts an aura that grants elemental resistances and elemental ailment immunity to you and your allies.",117,"Art/2DArt/SkillIcons/auraresist.dds",[4],"[1,7,4,11,22,14,38,63,71,80,84,85,89]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/purity.jpg","","Purity","",22,1,"[4316,8264,10960,14995,15025]","[13977,13998,1931,14707,14885]",[],1,1,[],8,"",1,"",[],"","",1,""
236,"vitality","Vitality","Casts an aura that grants life regeneration to you and your allies.",118,"Art/2DArt/SkillIcons/auraregen.dds",[4],"[1,7,4,11,22,14,38,63,71,80,84,85,89]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/strength/vitality.jpg","","Vitality","",22,1,"[4319,8268,15000,15030]","[13977,13998,14707,14885]",[],1,1,[],8,"","","",[],"","",1,""
237,"vaal_vitality","Vaal Vitality","Casts a temporary aura that grants life regeneration to you and your allies.",119,"Art/2DArt/SkillIcons/auraregen.dds",[4],"[1,4,7,14,22,8,37,38,71,63,84,85,89]",[],"","",1,"","",22,1,"[4319,15000,15030]","[13977,14707,14885]",[],1,1,[],8,"","","",[],"","",1,""
238,"discipline","Discipline","Casts an aura that grants additional energy shield and increased energy shield recharge rate to you and your allies.",120,"Art/2DArt/SkillIcons/auraenergy.dds",[4],"[1,7,4,11,22,14,38,63,71,80,84,85,89]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/discipline.jpg","","Discipline","",22,1,"[4315,7856,8260,14981,15011]","[13977,1931,13998,14707,14885]",[],1,1,[],8,"","","",[],"","",1,""
239,"vaal_discipline","Vaal Discipline","Casts a temporary aura that prevents energy shield recharge being delayed by damage taken for you and your allies.",121,"Art/2DArt/SkillIcons/auraenergy.dds",[4],"[1,4,7,14,22,8,37,38,71,63,84,85,89]",[],"","",1,"","",22,1,"[4315,7856,14981,15011]","[13977,1931,14707,14885]",[],1,1,[],8,"","","",[],"","",1,""
240,"aura_accuracy_and_crits","Precision","Casts an aura that grants accuracy and critical strike chance to you and your allies.",122,"Art/2DArt/SkillIcons/auracrit.dds",[4],"[1,7,4,11,22,14,38,63,71,80,84,85,89]",[],"","",1,"","",22,1,"[9534,9535,14993,15023,15118,18136]","[13977,13998,14707,14885,15119,1931]",[],1,1,[],8,"","","",[],"","",1,""
241,"grace","Grace","Casts an aura that grants evasion to you and your allies.",123,"Art/2DArt/SkillIcons/auraevasion.dds",[4],"[1,7,4,11,22,14,38,63,71,80,84,85,89]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/grace.jpg","","Grace","",22,1,"[4321,7857,8261,14983,15013]","[13977,1931,13998,14707,14885]",[],1,1,[],8,"","","",[],"","",1,""
242,"vaal_grace","Vaal Grace","Casts a temporary aura that grants you and your allies additional chance to evade attacks, and makes suppressed spell damage unlucky against you.",124,"Art/2DArt/SkillIcons/auraevasion.dds",[4],"[1,4,7,14,22,8,37,38,71,63,84,85,89]",[],"","",1,"","",22,1,"[4321,7857,14983,15013]","[13977,1931,14707,14885]",[],1,1,[],8,"","","",[],"","",1,""
243,"determination","Determination","Casts an aura that grants armour to you and your allies.",125,"Art/2DArt/SkillIcons/auraarmour.dds",[4],"[1,7,4,11,22,14,38,63,71,27,80,84,85,89]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/strength/determination.jpg","","Determination","",22,1,"[4314,7855,8259,14980,15010]","[13977,1931,13998,14707,14885]",[],1,1,[],8,"","","",[],"","",1,""
244,"vaal_determination","Determination","Casts a temporary aura that grants physical damage reduction and elemental resistances to you and your allies.",126,"Art/2DArt/SkillIcons/auraarmour.dds",[4],"[1,4,7,14,22,8,37,38,71,27,63,84,85,89]",[],"","",1,"","",22,1,"[4314,7855,14980,15010]","[13977,1931,14707,14885]",[],1,1,[],8,"","","",[],"","",1,""
245,"anger","Anger","Casts an aura that adds fire damage to the attacks and spells of you and your allies.",127,"Art/2DArt/SkillIcons/aurafire.dds",[4],"[1,7,4,11,22,14,38,28,63,71,80,84,85,89]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/strength/anger.jpg","","Anger","",22,1,"[3602,3601,8257,14976,15006]","[1931,13977,13998,14707,14885]",[],1,1,[],8,"","","",[],"","",1,""
246,"hatred","Hatred","Casts an aura that grants extra cold damage based on physical damage to you and your allies.",128,"Art/2DArt/SkillIcons/auracold.dds",[4],"[1,7,4,11,22,14,38,29,63,71,80,84,85,89]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/hatred.jpg","","Hatred","",22,1,"[4312,7854,8263,13126,14985,15015]","[13977,1931,13998,13127,14707,14885]",[],1,1,[],8,"","","",[],"","",1,""
247,"monster_hatred","","",128,"Art/2DArt/SkillIcons/auracold.dds",[4],"[1,7,4,11,22,14,38,29,31,71,89]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/hatred.jpg","","Hatred","",22,1,"[4312,14985,15015]","[13977,14707,14885]",[],1,1,[],8,"","","",[],"","",1,""
248,"wrath","Wrath","Casts an aura that adds lightning damage to the attacks of you and your allies, and makes your spells deal more lightning damage.",129,"Art/2DArt/SkillIcons/auralightning.dds",[4],"[1,7,4,11,22,14,38,30,63,71,80,84,85,89]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/wrath.jpg","","Wrath","",22,1,"[4320,7853,8269,15001,15031]","[13977,1931,13998,14707,14885]",[],1,1,[],8,"","","",[],"","",1,""
249,"burning_arrow","Burning Arrow","Fires a burning arrow that deals fire damage and has a chance to ignite.",130,"Art/2DArt/SkillIcons/firearrow.dds","[1,2]","[0,40,57,2,56,14,13,15,28,43,31]",[13],"","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/burning_arrow.jpg","","BurningArrow","",22,1,"[4249,3974,4250,10730,17977]","[610,24,446,4523,17901]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
250,"burning_arrow_alt_x","Burning Arrow of Vigour","Fires a burning arrow that deals fire damage and has a chance to ignite.",130,"Art/2DArt/SkillIcons/firearrow.dds","[1,2]","[0,40,57,2,56,14,13,15,28,43,31]",[13],"","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/burning_arrow.jpg","","BurningArrow","",22,1,"[4249,3974,4250,10730,17977]","[610,24,446,4523,17901]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,249
251,"burning_arrow_alt_y","[DNT] BurningArrowAltY","Fires a burning arrow that deals fire damage and has a chance to ignite.",130,"Art/2DArt/SkillIcons/firearrow.dds","[1,2]","[0,40,57,2,56,14,13,15,28,43,31]",[13],"","http://s3.amazonaws.com/pathofexile/image/skills/dexterity/burning_arrow.jpg","","BurningArrow","",22,1,"[4249,3974,4250,10730,17977]","[610,24,446,4523,17901]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,249
252,"vaal_burning_arrow","Vaal Burning Arrow","Fires an arrow that explodes, dealing fire damage to its target and other nearby enemies, with an increased chance of igniting them.",130,"Art/2DArt/SkillIcons/firearrow.dds","[1,2]","[0,40,2,56,14,13,15,7,37,28,45]",[13],"","",1,"","",22,1,"[4249,3974,4250,10730,17977]","[610,24,446,4523,17901]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,""
253,"clarity","Clarity","Casts an aura that grants mana regeneration to you and your allies.",131,"Art/2DArt/SkillIcons/auramana.dds",[4],"[1,7,4,11,22,14,38,63,71,80,84,85,89]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/clarity.jpg","","Clarity","",22,1,"[4311,8258,14979,15009]","[13977,13998,14707,14885]",[],1,1,[],8,"","","",[],"","",1,""
254,"vaal_clarity","Vaal Clarity","Casts a temporary aura that lets you and your allies cast skills without paying their mana costs.",132,"Art/2DArt/SkillIcons/auramana.dds",[4],"[1,4,7,14,22,8,37,38,71,63,84,85,89]",[],"","",1,"","",22,1,"[4311,14979,15009]","[13977,14707,14885]",[],1,1,[],8,"","","",[],"","",1,""
255,"insectspawnerspawn","","",133,"",[4],"[1,5,76]",[],"","",1,"InsectSpawnerSpawn","",22,1,[],[],"[0,19,20,23]",1,1,[],8,"","","",[],"","",1,""
256,"detonate_mines","Detonate Mines","Detonates a Mine, starting a Detonation Sequence which will detonate other Mines around it.",134,"Art/2DArt/SkillIcons/detonatemines.dds","[1,22]","[1,13,14,31,63,89]",[],"","",1,"DetonateMines","",22,1,[],[],[],1,1,[],8,"","","",[],"","",1,""
257,"totem_earthquake","Shockwave Totem","Summons a totem that shakes the earth around it, knocking back and damaging nearby enemies",135,"Art/2DArt/SkillIcons/earthquaketotem.dds","[4,20,22]","[1,6,7,13,15,25,21,71,27,83]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/strength/totem_earthquake.jpg","","ShockwaveTotem","",5,1,"[4288,4195,4031]","[216,433,24]",[],1,1,[18105],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,""
258,"totem_earthquake_alt_x","[DNT] ShockwaveTotemAltX","Summons a totem that shakes the earth around it, knocking back and damaging nearby enemies",135,"Art/2DArt/SkillIcons/earthquaketotem.dds","[4,20,22]","[1,6,7,13,15,25,21,71,27,83]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/strength/totem_earthquake.jpg","","ShockwaveTotem","",5,1,"[4288,4195,4031]","[216,433,24]",[],1,1,[18105],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,257
259,"totem_earthquake_alt_y","[DNT] ShockwaveTotemAltY","Summons a totem that shakes the earth around it, knocking back and damaging nearby enemies",135,"Art/2DArt/SkillIcons/earthquaketotem.dds","[4,20,22]","[1,6,7,13,15,25,21,71,27,83]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/strength/totem_earthquake.jpg","","ShockwaveTotem","",5,1,"[4288,4195,4031]","[216,433,24]",[],1,1,[18105],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,257
260,"totem_life_regen","Rejuvenation Totem","Summons a totem that has an aura which regenerates life for you and your nearby allies.",136,"Art/2DArt/SkillIcons/liferegentotem.dds","[4,20]","[1,4,7,22,13,15,25,38,71,26]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/strength/totem_life_regen.jpg","","RejuvenationTotem","",4,1,"[4285,18035]","[1931,4142]",[],1,1,[4284],8,2,"","",[],"","",1,""
